tienda1,tienda2,distancia,tiempo_mins,costo
Tienda 79,Tienda 72,35,13,159
Tienda 79,Tienda 73,38,29,10
Tienda 79,Tienda 74,57,5,400
Tienda 79,Tienda 75,2,94,494
Tienda 79,Tienda 76,92,42,386
Tienda 79,Tienda 77,14,98,187
Tienda 79,Tienda 78,44,73,264
Tienda 79,Tienda 80,30,26,296
Tienda 79,Tienda 81,64,24,379
Tienda 79,Tienda 82,39,64,73
Tienda 79,Tienda 83,20,32,94
Tienda 79,Tienda 84,95,72,171
Tienda 79,Tienda 85,98,61,217
Tienda 79,Tienda 86,98,44,212
Tienda 79,Tienda 87,49,87,219
Tienda 79,Tienda 88,18,49,312
Tienda 79,Tienda 89,9,15,145
Tienda 79,Tienda 90,51,52,419
Tienda 79,Tienda 91,32,68,219
Tienda 79,Tienda 92,5,58,199
Tienda 79,Tienda 93,37,25,94
Tienda 79,Tienda 94,8,47,339
Tienda 79,Tienda 95,47,33,349
Tienda 79,Tienda 96,10,4,148
Tienda 79,Tienda 97,63,52,77
Tienda 79,Tienda 98,72,42,151
Tienda 79,Tienda 99,69,95,198
Tienda 80,Tienda 0,30,92,306
Tienda 80,Tienda 1,50,66,253
Tienda 80,Tienda 2,90,32,448
Tienda 80,Tienda 3,50,30,341
Tienda 80,Tienda 4,11,50,485
Tienda 80,Tienda 5,88,44,358
Tienda 80,Tienda 6,22,89,215
Tienda 80,Tienda 7,52,84,98
Tienda 80,Tienda 8,95,20,90
Tienda 80,Tienda 9,18,76,166
Tienda 80,Tienda 10,54,96,442
Tienda 80,Tienda 11,55,66,345
Tienda 80,Tienda 12,26,4,260
Tienda 80,Tienda 13,66,16,201
Tienda 80,Tienda 14,71,29,80
Tienda 80,Tienda 15,8,50,45
Tienda 80,Tienda 16,21,90,186
Tienda 80,Tienda 17,99,14,165
Tienda 80,Tienda 18,64,42,489
Tienda 80,Tienda 19,98,10,455
Tienda 80,Tienda 20,46,99,154
Tienda 80,Tienda 21,20,93,486
Tienda 80,Tienda 22,44,46,318
Tienda 80,Tienda 23,9,1,454
Tienda 80,Tienda 24,65,29,42
Tienda 80,Tienda 25,63,100,87
Tienda 80,Tienda 26,86,78,246
Tienda 80,Tienda 27,70,87,62
Tienda 80,Tienda 28,38,68,268
Tienda 80,Tienda 29,69,65,20
Tienda 80,Tienda 30,55,81,226
Tienda 80,Tienda 31,57,65,229
Tienda 80,Tienda 32,63,52,22
Tienda 80,Tienda 33,57,41,220
Tienda 80,Tienda 34,79,64,327
Tienda 80,Tienda 35,88,14,338
Tienda 80,Tienda 36,39,94,444
Tienda 80,Tienda 37,74,47,177
Tienda 80,Tienda 38,74,29,422
Tienda 80,Tienda 39,60,56,133
Tienda 80,Tienda 40,45,66,443
Tienda 80,Tienda 41,39,94,7
Tienda 80,Tienda 42,2,72,138
Tienda 80,Tienda 43,82,58,204
Tienda 80,Tienda 44,93,66,136
Tienda 80,Tienda 45,38,90,363
Tienda 80,Tienda 46,27,84,439
Tienda 80,Tienda 47,98,43,328
Tienda 80,Tienda 48,34,5,140
Tienda 80,Tienda 49,64,58,494
Tienda 80,Tienda 50,67,89,435
Tienda 80,Tienda 51,30,87,379
Tienda 80,Tienda 52,25,40,350
Tienda 80,Tienda 53,79,96,410
Tienda 80,Tienda 54,46,86,382
Tienda 80,Tienda 55,14,97,215
Tienda 80,Tienda 56,3,49,371
Tienda 80,Tienda 57,2,63,412
Tienda 80,Tienda 58,17,29,122
Tienda 80,Tienda 59,57,63,73
Tienda 80,Tienda 60,8,68,124
Tienda 80,Tienda 61,16,80,347
Tienda 80,Tienda 62,76,30,405
Tienda 80,Tienda 63,99,22,316
Tienda 80,Tienda 64,41,51,93
Tienda 80,Tienda 65,62,91,233
Tienda 80,Tienda 66,1,86,292
Tienda 80,Tienda 67,72,63,311
Tienda 80,Tienda 68,28,98,415
Tienda 80,Tienda 69,25,74,374
Tienda 80,Tienda 70,99,40,36
Tienda 80,Tienda 71,37,43,253
Tienda 80,Tienda 72,93,59,374
Tienda 80,Tienda 73,100,22,122
Tienda 80,Tienda 74,8,50,125
Tienda 80,Tienda 75,91,79,224
Tienda 80,Tienda 76,44,32,56
Tienda 80,Tienda 77,76,84,381
Tienda 80,Tienda 78,24,71,244
Tienda 80,Tienda 79,81,13,199
Tienda 80,Tienda 81,62,64,152
Tienda 80,Tienda 82,85,40,448
Tienda 80,Tienda 83,77,45,100
Tienda 80,Tienda 84,71,65,75
Tienda 80,Tienda 85,54,25,115
Tienda 80,Tienda 86,53,27,313
Tienda 80,Tienda 87,70,80,311
Tienda 80,Tienda 88,1,54,128
Tienda 80,Tienda 89,10,43,53
Tienda 80,Tienda 90,71,1,171
Tienda 80,Tienda 91,89,47,198
Tienda 80,Tienda 92,57,43,381
Tienda 80,Tienda 93,30,26,161
Tienda 80,Tienda 94,48,8,96
Tienda 80,Tienda 95,97,30,313
Tienda 80,Tienda 96,59,55,461
Tienda 80,Tienda 97,78,86,176
Tienda 80,Tienda 98,83,16,317
Tienda 80,Tienda 99,78,85,441
Tienda 81,Tienda 0,14,94,471
Tienda 81,Tienda 1,34,9,233
Tienda 81,Tienda 2,42,3,238
Tienda 81,Tienda 3,35,65,378
Tienda 81,Tienda 4,77,85,278
Tienda 81,Tienda 5,69,65,123
Tienda 81,Tienda 6,64,76,419
Tienda 81,Tienda 7,5,83,266
Tienda 81,Tienda 8,2,90,237
Tienda 81,Tienda 9,76,34,115
Tienda 81,Tienda 10,69,29,111
Tienda 81,Tienda 11,45,64,189
Tienda 81,Tienda 12,98,61,396
Tienda 81,Tienda 13,5,96,264
Tienda 81,Tienda 14,73,37,381
Tienda 81,Tienda 15,79,86,150
Tienda 81,Tienda 16,69,76,41
Tienda 81,Tienda 17,73,86,201
Tienda 81,Tienda 18,65,75,270
Tienda 81,Tienda 19,33,9,71
Tienda 81,Tienda 20,96,93,149
Tienda 81,Tienda 21,66,60,317
Tienda 81,Tienda 22,27,21,464
Tienda 81,Tienda 23,37,76,481
Tienda 81,Tienda 24,91,35,327
Tienda 81,Tienda 25,68,24,158
Tienda 81,Tienda 26,71,7,150
Tienda 81,Tienda 27,37,78,267
Tienda 81,Tienda 28,40,68,53
Tienda 81,Tienda 29,100,3,214
Tienda 81,Tienda 30,76,100,326
Tienda 81,Tienda 31,95,69,365
Tienda 81,Tienda 32,15,10,118
Tienda 81,Tienda 33,53,46,86
Tienda 81,Tienda 34,81,97,57
Tienda 81,Tienda 35,81,42,215
Tienda 81,Tienda 36,80,11,330
Tienda 81,Tienda 37,52,92,470
Tienda 81,Tienda 38,34,80,467
Tienda 81,Tienda 39,76,50,347
Tienda 81,Tienda 40,72,28,451
Tienda 81,Tienda 41,15,10,68
Tienda 81,Tienda 42,86,30,64
Tienda 81,Tienda 43,5,33,343
Tienda 81,Tienda 44,99,35,481
Tienda 81,Tienda 45,23,28,59
Tienda 81,Tienda 46,36,73,147
Tienda 81,Tienda 47,84,29,38
Tienda 81,Tienda 48,71,2,446
Tienda 81,Tienda 49,95,1,374
Tienda 81,Tienda 50,5,10,166
Tienda 81,Tienda 51,98,100,194
Tienda 81,Tienda 52,28,39,495
Tienda 81,Tienda 53,81,81,403
Tienda 81,Tienda 54,66,86,328
Tienda 81,Tienda 55,65,88,116
Tienda 81,Tienda 56,16,8,200
Tienda 81,Tienda 57,80,19,355
Tienda 81,Tienda 58,55,32,39
Tienda 81,Tienda 59,75,67,209
Tienda 81,Tienda 60,53,43,15
Tienda 81,Tienda 61,28,54,426
Tienda 81,Tienda 62,35,53,479
Tienda 81,Tienda 63,54,19,121
Tienda 81,Tienda 64,60,30,118
Tienda 81,Tienda 65,89,22,124
Tienda 81,Tienda 66,20,48,338
Tienda 81,Tienda 67,9,20,189
Tienda 81,Tienda 68,61,52,400
Tienda 81,Tienda 69,27,27,310
Tienda 81,Tienda 70,16,21,175
Tienda 81,Tienda 71,92,88,62
Tienda 81,Tienda 72,57,42,264
Tienda 81,Tienda 73,95,52,419
Tienda 81,Tienda 74,41,58,78
Tienda 81,Tienda 75,85,57,181
Tienda 81,Tienda 76,93,61,406
Tienda 81,Tienda 77,2,52,160
Tienda 81,Tienda 78,48,100,390
Tienda 81,Tienda 79,49,6,246
Tienda 81,Tienda 80,92,17,271
Tienda 81,Tienda 82,38,80,15
Tienda 81,Tienda 83,40,15,348
Tienda 81,Tienda 84,43,60,168
Tienda 81,Tienda 85,65,73,296
Tienda 81,Tienda 86,25,26,330
Tienda 81,Tienda 87,75,40,229
Tienda 81,Tienda 88,85,27,447
Tienda 81,Tienda 89,47,95,388
Tienda 81,Tienda 90,72,81,397
Tienda 81,Tienda 91,52,39,460
Tienda 81,Tienda 92,62,100,305
Tienda 81,Tienda 93,84,75,310
Tienda 81,Tienda 94,35,46,467
Tienda 81,Tienda 95,69,6,278
Tienda 81,Tienda 96,27,57,289
Tienda 81,Tienda 97,95,42,189
Tienda 81,Tienda 98,62,28,496
Tienda 81,Tienda 99,57,53,32
Tienda 82,Tienda 0,18,19,109
Tienda 82,Tienda 1,93,93,421
Tienda 82,Tienda 2,45,20,124
Tienda 82,Tienda 3,34,79,267
Tienda 82,Tienda 4,62,76,223
Tienda 82,Tienda 5,8,90,288
Tienda 82,Tienda 6,58,99,93
Tienda 82,Tienda 7,12,17,246
Tienda 82,Tienda 8,28,55,255
Tienda 82,Tienda 9,10,17,109
Tienda 82,Tienda 10,33,98,371
Tienda 82,Tienda 11,13,2,413
Tienda 82,Tienda 12,71,3,264
Tienda 82,Tienda 13,67,7,435
Tienda 82,Tienda 14,24,74,337
Tienda 82,Tienda 15,33,23,470
Tienda 82,Tienda 16,94,93,448
Tienda 82,Tienda 17,69,72,238
Tienda 82,Tienda 18,18,100,34
Tienda 82,Tienda 19,86,30,184
Tienda 82,Tienda 20,25,75,437
Tienda 82,Tienda 21,54,100,328
Tienda 82,Tienda 22,85,85,200
Tienda 82,Tienda 23,65,36,189
Tienda 82,Tienda 24,100,66,434
Tienda 82,Tienda 25,97,6,445
Tienda 82,Tienda 26,79,10,432
Tienda 82,Tienda 27,89,62,479
Tienda 82,Tienda 28,8,92,77
Tienda 82,Tienda 29,49,28,414
Tienda 82,Tienda 30,10,97,229
Tienda 82,Tienda 31,77,52,445
Tienda 82,Tienda 32,33,99,378
Tienda 82,Tienda 33,62,3,417
Tienda 82,Tienda 34,51,22,151
Tienda 82,Tienda 35,14,89,412
Tienda 82,Tienda 36,13,81,61
Tienda 82,Tienda 37,47,19,464
Tienda 82,Tienda 38,22,3,193
Tienda 82,Tienda 39,85,11,65
Tienda 82,Tienda 40,81,30,13
Tienda 82,Tienda 41,27,92,248
Tienda 82,Tienda 42,25,53,206
Tienda 82,Tienda 43,9,78,282
Tienda 82,Tienda 44,62,28,414
Tienda 82,Tienda 45,44,58,454
Tienda 82,Tienda 46,47,89,257
Tienda 82,Tienda 47,27,48,389
Tienda 82,Tienda 48,49,79,157
Tienda 82,Tienda 49,73,63,170
Tienda 82,Tienda 50,46,35,159
Tienda 82,Tienda 51,27,4,317
Tienda 82,Tienda 52,14,44,158
Tienda 82,Tienda 53,22,84,39
Tienda 82,Tienda 54,80,14,136
Tienda 82,Tienda 55,46,38,309
Tienda 82,Tienda 56,55,85,270
Tienda 82,Tienda 57,20,23,493
Tienda 82,Tienda 58,73,94,348
Tienda 82,Tienda 59,97,61,185
Tienda 82,Tienda 60,58,45,498
Tienda 82,Tienda 61,4,56,161
Tienda 82,Tienda 62,40,54,474
Tienda 82,Tienda 63,79,28,159
Tienda 82,Tienda 64,69,76,97
Tienda 82,Tienda 65,86,67,7
Tienda 82,Tienda 66,85,76,207
Tienda 82,Tienda 67,93,57,50
Tienda 82,Tienda 68,16,22,212
Tienda 82,Tienda 69,80,15,284
Tienda 82,Tienda 70,72,56,320
Tienda 82,Tienda 71,87,42,162
Tienda 82,Tienda 72,4,66,45
Tienda 82,Tienda 73,55,75,498
Tienda 82,Tienda 74,35,53,330
Tienda 82,Tienda 75,18,45,225
Tienda 82,Tienda 76,86,70,375
Tienda 82,Tienda 77,61,95,337
Tienda 82,Tienda 78,1,38,436
Tienda 82,Tienda 79,82,38,227
Tienda 82,Tienda 80,60,22,332
Tienda 82,Tienda 81,59,62,13
Tienda 82,Tienda 83,6,88,33
Tienda 82,Tienda 84,35,34,34
Tienda 82,Tienda 85,81,19,252
Tienda 82,Tienda 86,35,83,317
Tienda 82,Tienda 87,83,29,459
Tienda 82,Tienda 88,81,37,21
Tienda 82,Tienda 89,25,27,277
Tienda 82,Tienda 90,57,37,27
Tienda 82,Tienda 91,47,62,150
Tienda 82,Tienda 92,28,18,195
Tienda 82,Tienda 93,18,53,175
Tienda 82,Tienda 94,96,95,296
Tienda 82,Tienda 95,93,75,323
Tienda 82,Tienda 96,93,63,217
Tienda 82,Tienda 97,2,38,80
Tienda 82,Tienda 98,85,30,411
Tienda 82,Tienda 99,42,49,369
Tienda 83,Tienda 0,13,38,484
Tienda 83,Tienda 1,18,84,310
Tienda 83,Tienda 2,89,87,263
Tienda 83,Tienda 3,15,71,221
Tienda 83,Tienda 4,7,20,455
Tienda 83,Tienda 5,78,37,76
Tienda 83,Tienda 6,66,16,131
Tienda 83,Tienda 7,3,18,40
Tienda 83,Tienda 8,5,27,404
Tienda 83,Tienda 9,41,44,144
Tienda 83,Tienda 10,86,32,65
Tienda 83,Tienda 11,73,99,221
Tienda 83,Tienda 12,88,88,432
Tienda 83,Tienda 13,100,7,36
Tienda 83,Tienda 14,33,30,295
Tienda 83,Tienda 15,8,53,466
Tienda 83,Tienda 16,73,51,462
Tienda 83,Tienda 17,21,73,369
Tienda 83,Tienda 18,49,63,39
Tienda 83,Tienda 19,64,59,126
Tienda 83,Tienda 20,80,1,389
Tienda 83,Tienda 21,23,12,143
Tienda 83,Tienda 22,78,24,141
Tienda 83,Tienda 23,32,95,217
Tienda 83,Tienda 24,13,37,350
Tienda 83,Tienda 25,36,30,350
Tienda 83,Tienda 26,49,93,239
Tienda 83,Tienda 27,64,58,355
Tienda 83,Tienda 28,84,100,252
Tienda 83,Tienda 29,8,15,57
Tienda 83,Tienda 30,65,45,492
Tienda 83,Tienda 31,16,77,309
Tienda 83,Tienda 32,26,15,58
Tienda 83,Tienda 33,28,43,450
Tienda 83,Tienda 34,58,19,94
Tienda 83,Tienda 35,75,16,481
Tienda 83,Tienda 36,41,77,271
Tienda 83,Tienda 37,87,85,355
Tienda 83,Tienda 38,40,50,225
Tienda 83,Tienda 39,69,4,116
Tienda 83,Tienda 40,47,66,292
Tienda 83,Tienda 41,53,47,317
Tienda 83,Tienda 42,34,41,56
Tienda 83,Tienda 43,48,12,222
Tienda 83,Tienda 44,14,23,311
Tienda 83,Tienda 45,25,67,195
Tienda 83,Tienda 46,97,12,58
Tienda 83,Tienda 47,100,25,70
Tienda 83,Tienda 48,8,35,403
Tienda 83,Tienda 49,82,88,21
Tienda 83,Tienda 50,96,48,431
Tienda 83,Tienda 51,80,64,37
Tienda 83,Tienda 52,6,20,70
Tienda 83,Tienda 53,20,90,97
Tienda 83,Tienda 54,7,54,371
Tienda 83,Tienda 55,66,5,224
Tienda 83,Tienda 56,92,88,109
Tienda 83,Tienda 57,32,84,107
Tienda 83,Tienda 58,10,46,57
Tienda 83,Tienda 59,64,85,176
Tienda 83,Tienda 60,11,55,191
Tienda 83,Tienda 61,94,39,337
Tienda 83,Tienda 62,19,95,397
Tienda 83,Tienda 63,38,97,196
Tienda 83,Tienda 64,94,68,494
Tienda 83,Tienda 65,92,49,290
Tienda 83,Tienda 66,48,88,424
Tienda 83,Tienda 67,98,7,83
Tienda 83,Tienda 68,2,72,40
Tienda 83,Tienda 69,27,75,215
Tienda 83,Tienda 70,8,80,51
Tienda 83,Tienda 71,5,69,160
Tienda 83,Tienda 72,8,33,145
Tienda 83,Tienda 73,12,5,408
Tienda 83,Tienda 74,18,11,72
Tienda 83,Tienda 75,65,68,431
Tienda 83,Tienda 76,5,62,423
Tienda 83,Tienda 77,93,94,131
Tienda 83,Tienda 78,36,56,318
Tienda 83,Tienda 79,95,65,280
Tienda 83,Tienda 80,11,9,56
Tienda 83,Tienda 81,89,31,284
Tienda 83,Tienda 82,84,99,491
Tienda 83,Tienda 84,56,89,7
Tienda 83,Tienda 85,39,80,97
Tienda 83,Tienda 86,51,46,494
Tienda 83,Tienda 87,7,1,473
Tienda 83,Tienda 88,88,26,478
Tienda 83,Tienda 89,54,30,115
Tienda 83,Tienda 90,41,55,44
Tienda 83,Tienda 91,96,10,266
Tienda 83,Tienda 92,92,18,238
Tienda 83,Tienda 93,20,32,273
Tienda 83,Tienda 94,23,25,13
Tienda 83,Tienda 95,91,61,332
Tienda 83,Tienda 96,40,65,202
Tienda 83,Tienda 97,24,53,462
Tienda 83,Tienda 98,25,37,12
Tienda 83,Tienda 99,36,24,281
Tienda 84,Tienda 0,70,38,310
Tienda 84,Tienda 1,21,13,236
Tienda 84,Tienda 2,46,61,393
Tienda 84,Tienda 3,72,52,435
Tienda 84,Tienda 4,39,62,127
Tienda 84,Tienda 5,76,69,477
Tienda 84,Tienda 6,18,33,79
Tienda 84,Tienda 7,42,1,21
Tienda 84,Tienda 8,8,31,28
Tienda 84,Tienda 9,93,12,261
Tienda 84,Tienda 10,85,23,415
Tienda 84,Tienda 11,61,50,406
Tienda 84,Tienda 12,68,23,326
Tienda 84,Tienda 13,19,44,42
Tienda 84,Tienda 14,84,23,400
Tienda 84,Tienda 15,49,98,76
Tienda 84,Tienda 16,40,60,273
Tienda 84,Tienda 17,88,23,438
Tienda 84,Tienda 18,7,62,104
Tienda 84,Tienda 19,11,46,207
Tienda 84,Tienda 20,56,100,184
Tienda 84,Tienda 21,75,77,72
Tienda 84,Tienda 22,61,27,473
Tienda 84,Tienda 23,79,69,379
Tienda 84,Tienda 24,63,88,129
Tienda 84,Tienda 25,68,26,496
Tienda 84,Tienda 26,87,39,470
Tienda 84,Tienda 27,53,97,495
Tienda 84,Tienda 28,3,100,309
Tienda 84,Tienda 29,56,77,478
Tienda 84,Tienda 30,37,15,98
Tienda 84,Tienda 31,92,80,225
Tienda 84,Tienda 32,79,77,61
Tienda 84,Tienda 33,23,53,80
Tienda 84,Tienda 34,15,64,196
Tienda 84,Tienda 35,82,78,499
Tienda 84,Tienda 36,84,35,68
Tienda 84,Tienda 37,61,82,104
Tienda 84,Tienda 38,60,42,320
Tienda 84,Tienda 39,8,28,399
Tienda 84,Tienda 40,29,79,123
Tienda 84,Tienda 41,74,76,311
Tienda 84,Tienda 42,93,58,242
Tienda 84,Tienda 43,7,43,79
Tienda 84,Tienda 44,9,3,60
Tienda 84,Tienda 45,89,67,88
Tienda 84,Tienda 46,41,80,11
Tienda 84,Tienda 47,97,90,226
Tienda 84,Tienda 48,12,12,56
Tienda 84,Tienda 49,92,15,216
Tienda 84,Tienda 50,77,87,297
Tienda 84,Tienda 51,19,94,267
Tienda 84,Tienda 52,6,65,471
Tienda 84,Tienda 53,100,58,40
Tienda 84,Tienda 54,25,78,425
Tienda 84,Tienda 55,9,28,463
Tienda 84,Tienda 56,69,89,114
Tienda 84,Tienda 57,68,57,156
Tienda 84,Tienda 58,54,34,233
Tienda 84,Tienda 59,96,2,66
Tienda 84,Tienda 60,97,31,296
Tienda 84,Tienda 61,26,1,136
Tienda 84,Tienda 62,32,51,459
Tienda 84,Tienda 63,91,19,498
Tienda 84,Tienda 64,99,10,67
Tienda 84,Tienda 65,17,50,337
Tienda 84,Tienda 66,40,34,471
Tienda 84,Tienda 67,7,28,77
Tienda 84,Tienda 68,97,25,222
Tienda 84,Tienda 69,26,31,265
Tienda 84,Tienda 70,50,51,250
Tienda 84,Tienda 71,57,78,486
Tienda 84,Tienda 72,96,38,420
Tienda 84,Tienda 73,86,22,111
Tienda 84,Tienda 74,70,52,94
Tienda 84,Tienda 75,66,8,302
Tienda 84,Tienda 76,7,70,267
Tienda 84,Tienda 77,33,70,62
Tienda 84,Tienda 78,25,6,435
Tienda 84,Tienda 79,90,58,284
Tienda 84,Tienda 80,79,43,447
Tienda 84,Tienda 81,86,4,213
Tienda 84,Tienda 82,8,55,253
Tienda 84,Tienda 83,82,41,21
Tienda 84,Tienda 85,59,29,270
Tienda 84,Tienda 86,19,21,149
Tienda 84,Tienda 87,91,6,443
Tienda 84,Tienda 88,25,85,231
Tienda 84,Tienda 89,71,25,408
Tienda 84,Tienda 90,16,74,435
Tienda 84,Tienda 91,65,6,84
Tienda 84,Tienda 92,1,77,272
Tienda 84,Tienda 93,58,85,181
Tienda 84,Tienda 94,61,74,363
Tienda 84,Tienda 95,33,76,73
Tienda 84,Tienda 96,37,7,360
Tienda 84,Tienda 97,1,27,85
Tienda 84,Tienda 98,21,18,191
Tienda 84,Tienda 99,72,18,358
Tienda 85,Tienda 0,36,75,304
Tienda 85,Tienda 1,21,62,355
Tienda 85,Tienda 2,40,16,295
Tienda 85,Tienda 3,81,85,193
Tienda 85,Tienda 4,36,7,149
Tienda 85,Tienda 5,3,17,241
Tienda 85,Tienda 6,43,56,105
Tienda 85,Tienda 7,34,20,365
Tienda 85,Tienda 8,78,62,197
Tienda 85,Tienda 9,90,32,36
Tienda 85,Tienda 10,14,59,431
Tienda 85,Tienda 11,91,64,168
Tienda 85,Tienda 12,62,18,438
Tienda 85,Tienda 13,78,38,229
Tienda 85,Tienda 14,46,79,39
Tienda 85,Tienda 15,2,70,420
Tienda 85,Tienda 16,65,84,283
Tienda 85,Tienda 17,52,70,492
Tienda 85,Tienda 18,33,84,367
Tienda 85,Tienda 19,25,23,398
Tienda 85,Tienda 20,28,48,262
Tienda 85,Tienda 21,46,62,473
Tienda 85,Tienda 22,86,4,139
Tienda 85,Tienda 23,42,55,144
Tienda 85,Tienda 24,96,25,413
Tienda 85,Tienda 25,37,61,276
Tienda 85,Tienda 26,14,72,125
Tienda 85,Tienda 27,45,87,418
Tienda 85,Tienda 28,12,97,208
Tienda 85,Tienda 29,41,88,289
Tienda 85,Tienda 30,12,26,470
Tienda 85,Tienda 31,84,86,66
Tienda 85,Tienda 32,12,62,115
Tienda 85,Tienda 33,24,98,364
Tienda 85,Tienda 34,1,40,90
Tienda 85,Tienda 35,95,15,432
Tienda 85,Tienda 36,79,22,441
Tienda 85,Tienda 37,88,44,272
Tienda 85,Tienda 38,84,3,69
Tienda 85,Tienda 39,91,18,110
Tienda 85,Tienda 40,68,85,281
Tienda 85,Tienda 41,26,79,472
Tienda 85,Tienda 42,80,93,426
Tienda 85,Tienda 43,30,66,290
Tienda 85,Tienda 44,88,19,279
Tienda 85,Tienda 45,36,14,130
Tienda 85,Tienda 46,95,62,147
Tienda 85,Tienda 47,67,66,253
Tienda 85,Tienda 48,22,71,491
Tienda 85,Tienda 49,84,15,202
Tienda 85,Tienda 50,71,9,360
Tienda 85,Tienda 51,5,15,94
Tienda 85,Tienda 52,48,76,298
Tienda 85,Tienda 53,84,86,403
Tienda 85,Tienda 54,10,64,424
Tienda 85,Tienda 55,52,84,456
Tienda 85,Tienda 56,83,39,476
Tienda 85,Tienda 57,68,5,366
Tienda 85,Tienda 58,51,17,381
Tienda 85,Tienda 59,76,41,76
Tienda 85,Tienda 60,96,63,192
Tienda 85,Tienda 61,46,53,457
Tienda 85,Tienda 62,87,53,249
Tienda 85,Tienda 63,91,4,188
Tienda 85,Tienda 64,4,18,101
Tienda 85,Tienda 65,33,88,214
Tienda 85,Tienda 66,79,30,445
Tienda 85,Tienda 67,11,95,94
Tienda 85,Tienda 68,63,97,276
Tienda 85,Tienda 69,65,6,69
Tienda 85,Tienda 70,70,28,396
Tienda 85,Tienda 71,86,53,314
Tienda 85,Tienda 72,93,73,499
Tienda 85,Tienda 73,78,50,96
Tienda 85,Tienda 74,97,52,228
Tienda 85,Tienda 75,5,38,142
Tienda 85,Tienda 76,1,39,357
Tienda 85,Tienda 77,51,96,286
Tienda 85,Tienda 78,57,21,284
Tienda 85,Tienda 79,24,41,389
Tienda 85,Tienda 80,74,92,432
Tienda 85,Tienda 81,81,80,255
Tienda 85,Tienda 82,64,64,297
Tienda 85,Tienda 83,99,56,402
Tienda 85,Tienda 84,82,11,274
Tienda 85,Tienda 86,80,7,248
Tienda 85,Tienda 87,55,39,129
Tienda 85,Tienda 88,2,39,109
Tienda 85,Tienda 89,17,41,321
Tienda 85,Tienda 90,29,46,445
Tienda 85,Tienda 91,32,62,227
Tienda 85,Tienda 92,56,1,185
Tienda 85,Tienda 93,58,46,496
Tienda 85,Tienda 94,66,49,402
Tienda 85,Tienda 95,1,38,56
Tienda 85,Tienda 96,87,37,281
Tienda 85,Tienda 97,41,1,389
Tienda 85,Tienda 98,36,76,206
Tienda 85,Tienda 99,6,11,392
Tienda 86,Tienda 0,4,18,482
Tienda 86,Tienda 1,16,1,218
Tienda 86,Tienda 2,51,22,30
Tienda 86,Tienda 3,6,74,290
Tienda 86,Tienda 4,34,5,339
Tienda 86,Tienda 5,46,24,474
Tienda 86,Tienda 6,100,99,109
Tienda 86,Tienda 7,28,60,162
Tienda 86,Tienda 8,78,92,284
Tienda 86,Tienda 9,60,30,277
Tienda 86,Tienda 10,60,62,396
Tienda 86,Tienda 11,4,55,6
Tienda 86,Tienda 12,83,24,13
Tienda 86,Tienda 13,36,25,477
Tienda 86,Tienda 14,79,44,142
Tienda 86,Tienda 15,6,86,466
Tienda 86,Tienda 16,7,66,357
Tienda 86,Tienda 17,64,78,7
Tienda 86,Tienda 18,11,70,472
Tienda 86,Tienda 19,14,35,174
Tienda 86,Tienda 20,42,82,160
Tienda 86,Tienda 21,79,44,271
Tienda 86,Tienda 22,73,3,286
Tienda 86,Tienda 23,16,59,161
Tienda 86,Tienda 24,80,1,464
Tienda 86,Tienda 25,15,25,278
Tienda 86,Tienda 26,89,57,306
Tienda 86,Tienda 27,50,8,89
Tienda 86,Tienda 28,8,79,500
Tienda 86,Tienda 29,4,46,337
Tienda 86,Tienda 30,58,65,425
Tienda 86,Tienda 31,30,10,323
Tienda 86,Tienda 32,86,3,380
Tienda 86,Tienda 33,90,38,287
Tienda 86,Tienda 34,72,31,491
Tienda 86,Tienda 35,14,95,293
Tienda 86,Tienda 36,99,67,96
Tienda 86,Tienda 37,26,21,352
Tienda 86,Tienda 38,97,20,194
Tienda 86,Tienda 39,78,52,136
Tienda 86,Tienda 40,6,67,207
Tienda 86,Tienda 41,84,26,486
Tienda 86,Tienda 42,85,70,331
Tienda 86,Tienda 43,22,84,298
Tienda 86,Tienda 44,71,40,204
Tienda 86,Tienda 45,99,14,487
Tienda 86,Tienda 46,34,4,262
Tienda 86,Tienda 47,7,95,369
Tienda 86,Tienda 48,71,69,326
Tienda 86,Tienda 49,37,16,91
Tienda 86,Tienda 50,15,38,151
Tienda 86,Tienda 51,21,54,230
Tienda 86,Tienda 52,86,6,325
Tienda 86,Tienda 53,22,86,329
Tienda 86,Tienda 54,58,43,313
Tienda 86,Tienda 55,77,66,481
Tienda 86,Tienda 56,66,21,27
Tienda 86,Tienda 57,14,30,445
Tienda 86,Tienda 58,37,5,442
Tienda 86,Tienda 59,66,83,120
Tienda 86,Tienda 60,14,81,47
Tienda 86,Tienda 61,3,24,33
Tienda 86,Tienda 62,26,39,50
Tienda 86,Tienda 63,28,18,40
Tienda 86,Tienda 64,98,27,371
Tienda 86,Tienda 65,7,16,354
Tienda 86,Tienda 66,3,17,212
Tienda 86,Tienda 67,87,26,493
Tienda 86,Tienda 68,95,9,157
Tienda 86,Tienda 69,62,97,327
Tienda 86,Tienda 70,7,42,430
Tienda 86,Tienda 71,89,20,63
Tienda 86,Tienda 72,51,85,22
Tienda 86,Tienda 73,82,33,35
Tienda 86,Tienda 74,15,57,435
Tienda 86,Tienda 75,97,11,46
Tienda 86,Tienda 76,90,71,11
