almacen,producto,cantidad,shelfTimePromedioDias,bloque
Almacen 44,Producto 1461,18,10.17,A-3
Almacen 44,Producto 1462,69,22.69,B-1
Almacen 44,Producto 1463,66,27.08,C-1
Almacen 44,Producto 1464,67,7.51,D-1
Almacen 44,Producto 1465,51,16.87,C-3
Almacen 44,Producto 1466,24,28.75,H-3
Almacen 44,Producto 1467,25,18.14,G-7
Almacen 44,Producto 1468,4,25.26,E-3
Almacen 44,Producto 1469,69,17.09,H-5
Almacen 44,Producto 1470,85,5.96,E-6
Almacen 44,Producto 1471,69,18.49,H-5
Almacen 44,Producto 1472,10,23.45,D-7
Almacen 44,Producto 1473,34,26.54,A-5
Almacen 44,Producto 1474,67,1.91,F-2
Almacen 44,Producto 1475,97,16.95,E-2
Almacen 44,Producto 1476,23,3.48,B-5
Almacen 44,Producto 1477,64,5.48,D-1
Almacen 44,Producto 1478,64,6.71,B-2
Almacen 44,Producto 1479,91,11.47,E-1
Almacen 44,Producto 1480,22,28.8,E-6
Almacen 44,Producto 1481,99,10.86,A-5
Almacen 44,Producto 1482,47,25.57,C-8
Almacen 44,Producto 1483,97,17.35,H-6
Almacen 44,Producto 1484,75,7.29,B-8
Almacen 44,Producto 1485,53,21.2,B-8
Almacen 44,Producto 1486,98,28.5,A-8
Almacen 44,Producto 1487,16,11.96,G-5
Almacen 44,Producto 1488,83,5.2,H-1
Almacen 44,Producto 1489,83,19.82,G-1
Almacen 44,Producto 1490,90,8.62,C-8
Almacen 44,Producto 1491,42,22.48,E-7
Almacen 44,Producto 1492,87,19.12,E-7
Almacen 44,Producto 1493,57,14.83,H-8
Almacen 44,Producto 1494,71,9.84,C-6
Almacen 44,Producto 1495,84,13.29,C-6
Almacen 44,Producto 1496,27,21.93,F-6
Almacen 44,Producto 1497,52,22.49,E-5
Almacen 44,Producto 1498,33,3.3,F-1
Almacen 44,Producto 1499,76,29.85,E-3
Almacen 45,Producto 0,32,29.02,G-6
Almacen 45,Producto 1,37,7.32,G-8
Almacen 45,Producto 2,81,25.54,H-8
Almacen 45,Producto 3,17,1.97,F-6
Almacen 45,Producto 4,37,2.08,G-4
Almacen 45,Producto 5,93,19.45,F-4
Almacen 45,Producto 6,36,4.8,D-2
Almacen 45,Producto 7,70,11.83,C-5
Almacen 45,Producto 8,100,5.08,H-2
Almacen 45,Producto 9,95,16.05,C-8
Almacen 45,Producto 10,58,28.05,D-2
Almacen 45,Producto 11,77,21.36,D-2
Almacen 45,Producto 12,34,21.95,B-8
Almacen 45,Producto 13,28,6.66,E-6
Almacen 45,Producto 14,55,24.61,A-2
Almacen 45,Producto 15,4,21.34,H-6
Almacen 45,Producto 16,11,21.29,F-5
Almacen 45,Producto 17,77,4.81,E-5
Almacen 45,Producto 18,30,4.95,D-7
Almacen 45,Producto 19,34,18.66,G-4
Almacen 45,Producto 20,51,9.53,G-2
Almacen 45,Producto 21,37,10.82,B-2
Almacen 45,Producto 22,48,21.54,D-8
Almacen 45,Producto 23,29,12.08,A-1
Almacen 45,Producto 24,60,22.2,B-6
Almacen 45,Producto 25,36,21.87,F-7
Almacen 45,Producto 26,74,10.79,E-1
Almacen 45,Producto 27,30,17.52,B-3
Almacen 45,Producto 28,0,24.12,E-7
Almacen 45,Producto 29,16,12.62,G-1
Almacen 45,Producto 30,91,3.68,D-3
Almacen 45,Producto 31,7,29.95,F-4
Almacen 45,Producto 32,78,5.48,G-3
Almacen 45,Producto 33,30,22.64,C-3
Almacen 45,Producto 34,24,21.47,D-4
Almacen 45,Producto 35,51,10.09,F-7
Almacen 45,Producto 36,89,21.87,B-8
Almacen 45,Producto 37,80,2.79,F-8
Almacen 45,Producto 38,21,1.92,A-3
Almacen 45,Producto 39,19,11.96,B-5
Almacen 45,Producto 40,97,3.62,A-8
Almacen 45,Producto 41,14,1.73,A-8
Almacen 45,Producto 42,43,27.94,F-1
Almacen 45,Producto 43,19,29.01,E-4
Almacen 45,Producto 44,65,11.89,B-3
Almacen 45,Producto 45,27,4.25,B-6
Almacen 45,Producto 46,34,9.34,F-6
Almacen 45,Producto 47,76,3.57,H-7
Almacen 45,Producto 48,19,14.18,C-2
Almacen 45,Producto 49,41,28.57,C-7
Almacen 45,Producto 50,7,22.62,G-8
Almacen 45,Producto 51,39,8.35,A-7
Almacen 45,Producto 52,45,1.69,A-5
Almacen 45,Producto 53,62,5.74,E-4
Almacen 45,Producto 54,61,6.78,F-7
Almacen 45,Producto 55,66,9.42,A-6
Almacen 45,Producto 56,82,15.96,D-2
Almacen 45,Producto 57,12,22.38,G-1
Almacen 45,Producto 58,38,25.87,A-4
Almacen 45,Producto 59,48,17.42,E-7
Almacen 45,Producto 60,97,25.43,C-1
Almacen 45,Producto 61,28,22.51,H-6
Almacen 45,Producto 62,16,25.73,E-6
Almacen 45,Producto 63,77,16.23,B-2
Almacen 45,Producto 64,78,10.61,H-3
Almacen 45,Producto 65,94,4.8,A-1
Almacen 45,Producto 66,85,8.58,F-3
Almacen 45,Producto 67,36,9.04,A-4
Almacen 45,Producto 68,27,10.64,A-6
Almacen 45,Producto 69,25,10.43,H-6
Almacen 45,Producto 70,20,25.96,G-5
Almacen 45,Producto 71,56,23.89,E-4
Almacen 45,Producto 72,40,2.27,H-3
Almacen 45,Producto 73,91,1.46,B-6
Almacen 45,Producto 74,37,1.33,F-6
Almacen 45,Producto 75,39,12.6,D-1
Almacen 45,Producto 76,17,22.33,B-6
Almacen 45,Producto 77,79,4.72,E-1
Almacen 45,Producto 78,61,15.6,F-2
Almacen 45,Producto 79,63,14.59,H-1
Almacen 45,Producto 80,43,15.07,G-4
Almacen 45,Producto 81,35,25.77,B-1
Almacen 45,Producto 82,41,4.83,B-8
Almacen 45,Producto 83,89,8.98,E-1
Almacen 45,Producto 84,99,8.0,A-6
Almacen 45,Producto 85,35,13.0,B-5
Almacen 45,Producto 86,100,13.98,A-1
Almacen 45,Producto 87,91,21.58,C-5
Almacen 45,Producto 88,88,23.49,D-5
Almacen 45,Producto 89,39,1.28,F-7
Almacen 45,Producto 90,93,14.9,E-3
Almacen 45,Producto 91,62,5.9,C-3
Almacen 45,Producto 92,45,18.81,H-6
Almacen 45,Producto 93,20,19.29,E-8
Almacen 45,Producto 94,99,15.74,B-7
Almacen 45,Producto 95,2,11.14,D-1
Almacen 45,Producto 96,66,9.04,C-7
Almacen 45,Producto 97,84,27.8,E-3
Almacen 45,Producto 98,51,8.35,B-5
Almacen 45,Producto 99,91,6.49,C-2
Almacen 45,Producto 100,98,24.19,C-8
Almacen 45,Producto 101,13,6.24,F-8
Almacen 45,Producto 102,41,10.06,E-5
Almacen 45,Producto 103,25,11.79,C-8
Almacen 45,Producto 104,70,6.08,F-7
Almacen 45,Producto 105,70,21.94,B-4
Almacen 45,Producto 106,55,11.48,A-1
Almacen 45,Producto 107,54,3.43,D-4
Almacen 45,Producto 108,97,15.57,B-7
Almacen 45,Producto 109,78,1.33,D-2
Almacen 45,Producto 110,91,12.77,F-2
Almacen 45,Producto 111,61,14.37,C-8
Almacen 45,Producto 112,20,9.28,E-2
Almacen 45,Producto 113,49,12.68,F-8
Almacen 45,Producto 114,30,10.21,G-8
Almacen 45,Producto 115,41,25.66,H-7
Almacen 45,Producto 116,22,3.66,A-7
Almacen 45,Producto 117,2,3.86,E-5
Almacen 45,Producto 118,28,5.33,E-5
Almacen 45,Producto 119,93,3.54,G-3
Almacen 45,Producto 120,26,16.93,G-3
Almacen 45,Producto 121,14,9.01,G-7
Almacen 45,Producto 122,72,11.81,G-2
Almacen 45,Producto 123,12,9.87,H-7
Almacen 45,Producto 124,69,25.26,G-1
Almacen 45,Producto 125,45,7.01,D-5
Almacen 45,Producto 126,3,9.45,H-8
Almacen 45,Producto 127,73,26.31,D-2
Almacen 45,Producto 128,93,25.27,A-7
Almacen 45,Producto 129,66,7.72,A-7
Almacen 45,Producto 130,67,4.44,F-3
Almacen 45,Producto 131,74,9.45,D-3
Almacen 45,Producto 132,14,24.29,E-7
Almacen 45,Producto 133,19,27.52,G-6
Almacen 45,Producto 134,10,23.62,H-6
Almacen 45,Producto 135,7,8.48,D-6
Almacen 45,Producto 136,79,11.26,F-4
Almacen 45,Producto 137,78,29.71,H-1
Almacen 45,Producto 138,22,3.53,E-2
Almacen 45,Producto 139,49,20.5,C-6
Almacen 45,Producto 140,21,5.47,F-7
Almacen 45,Producto 141,52,13.47,A-8
Almacen 45,Producto 142,35,18.07,E-1
Almacen 45,Producto 143,45,27.83,F-8
Almacen 45,Producto 144,20,21.3,C-1
Almacen 45,Producto 145,46,11.39,C-8
Almacen 45,Producto 146,29,20.92,B-4
Almacen 45,Producto 147,48,21.87,B-8
Almacen 45,Producto 148,32,12.64,F-3
Almacen 45,Producto 149,8,15.78,F-5
Almacen 45,Producto 150,24,5.56,F-4
Almacen 45,Producto 151,20,10.03,D-5
Almacen 45,Producto 152,67,28.16,E-3
Almacen 45,Producto 153,99,21.73,D-7
Almacen 45,Producto 154,22,16.76,G-7
Almacen 45,Producto 155,72,25.25,D-3
Almacen 45,Producto 156,15,4.31,F-5
Almacen 45,Producto 157,79,29.35,G-3
Almacen 45,Producto 158,2,14.43,B-3
Almacen 45,Producto 159,34,18.06,A-1
Almacen 45,Producto 160,3,29.79,F-8
Almacen 45,Producto 161,5,27.2,B-3
Almacen 45,Producto 162,75,23.3,D-5
Almacen 45,Producto 163,23,7.93,E-7
Almacen 45,Producto 164,40,16.28,D-2
Almacen 45,Producto 165,16,25.92,B-6
Almacen 45,Producto 166,71,20.66,F-8
Almacen 45,Producto 167,14,15.53,H-1
Almacen 45,Producto 168,8,21.19,A-4
Almacen 45,Producto 169,51,5.31,A-1
Almacen 45,Producto 170,86,25.68,E-3
Almacen 45,Producto 171,55,25.33,B-8
Almacen 45,Producto 172,23,27.6,B-2
Almacen 45,Producto 173,48,23.65,E-3
Almacen 45,Producto 174,58,15.05,G-2
Almacen 45,Producto 175,59,16.61,G-3
Almacen 45,Producto 176,3,1.75,F-8
Almacen 45,Producto 177,29,3.19,H-5
Almacen 45,Producto 178,16,12.31,F-4
Almacen 45,Producto 179,10,6.87,H-2
Almacen 45,Producto 180,96,29.79,H-6
Almacen 45,Producto 181,15,12.68,D-5
Almacen 45,Producto 182,18,11.85,A-5
Almacen 45,Producto 183,93,6.75,A-4
Almacen 45,Producto 184,86,27.96,H-1
Almacen 45,Producto 185,3,5.98,D-6
Almacen 45,Producto 186,13,23.18,H-3
Almacen 45,Producto 187,37,7.68,G-1
Almacen 45,Producto 188,26,8.89,H-3
Almacen 45,Producto 189,82,2.19,E-2
Almacen 45,Producto 190,89,4.53,F-8
Almacen 45,Producto 191,18,4.55,G-6
Almacen 45,Producto 192,89,27.22,B-2
Almacen 45,Producto 193,32,19.99,A-2
Almacen 45,Producto 194,59,15.19,H-2
Almacen 45,Producto 195,36,5.95,E-3
Almacen 45,Producto 196,81,15.49,H-6
Almacen 45,Producto 197,72,18.16,G-5
Almacen 45,Producto 198,82,9.73,G-5
Almacen 45,Producto 199,47,11.01,H-1
Almacen 45,Producto 200,31,27.19,D-1
Almacen 45,Producto 201,17,10.68,G-7
Almacen 45,Producto 202,4,18.01,B-1
Almacen 45,Producto 203,87,25.03,A-6
Almacen 45,Producto 204,77,26.8,D-5
Almacen 45,Producto 205,97,3.22,E-8
Almacen 45,Producto 206,25,9.67,E-6
Almacen 45,Producto 207,97,2.44,F-1
Almacen 45,Producto 208,19,17.26,A-1
Almacen 45,Producto 209,63,9.4,G-1
Almacen 45,Producto 210,30,4.05,H-3
Almacen 45,Producto 211,95,20.6,A-7
Almacen 45,Producto 212,47,14.78,C-6
Almacen 45,Producto 213,84,17.03,E-6
Almacen 45,Producto 214,6,24.36,A-3
Almacen 45,Producto 215,31,5.56,G-3
Almacen 45,Producto 216,81,26.87,D-6
Almacen 45,Producto 217,82,20.91,E-7
Almacen 45,Producto 218,5,8.5,D-2
Almacen 45,Producto 219,81,5.84,G-8
Almacen 45,Producto 220,22,17.61,C-2
Almacen 45,Producto 221,5,10.2,F-4
Almacen 45,Producto 222,65,18.89,E-2
Almacen 45,Producto 223,69,20.19,F-8
Almacen 45,Producto 224,81,1.15,F-6
Almacen 45,Producto 225,99,14.34,C-4
Almacen 45,Producto 226,39,12.47,E-2
Almacen 45,Producto 227,28,25.12,C-1
Almacen 45,Producto 228,13,4.61,H-7
Almacen 45,Producto 229,73,25.22,E-4
Almacen 45,Producto 230,80,1.13,H-3
Almacen 45,Producto 231,47,18.6,A-2
Almacen 45,Producto 232,47,24.97,F-6
Almacen 45,Producto 233,77,11.9,H-2
Almacen 45,Producto 234,21,21.5,A-7
Almacen 45,Producto 235,56,21.84,C-3
Almacen 45,Producto 236,5,24.27,F-1
Almacen 45,Producto 237,33,1.46,A-6
Almacen 45,Producto 238,0,3.96,F-2
Almacen 45,Producto 239,25,12.4,F-1
Almacen 45,Producto 240,58,13.61,C-2
Almacen 45,Producto 241,68,13.98,F-5
Almacen 45,Producto 242,1,25.62,F-3
Almacen 45,Producto 243,11,3.75,D-5
Almacen 45,Producto 244,73,8.91,H-4
Almacen 45,Producto 245,43,29.84,F-6
Almacen 45,Producto 246,54,5.89,F-8
Almacen 45,Producto 247,5,18.9,G-3
Almacen 45,Producto 248,95,1.36,E-4
Almacen 45,Producto 249,86,10.9,C-2
Almacen 45,Producto 250,31,11.18,C-1
Almacen 45,Producto 251,12,15.73,C-1
Almacen 45,Producto 252,85,29.37,H-2
Almacen 45,Producto 253,37,13.1,D-6
Almacen 45,Producto 254,56,23.14,H-4
Almacen 45,Producto 255,82,15.44,B-5
Almacen 45,Producto 256,48,10.15,D-7
Almacen 45,Producto 257,50,18.26,E-1
Almacen 45,Producto 258,49,7.62,E-6
Almacen 45,Producto 259,8,20.58,C-7
Almacen 45,Producto 260,65,24.08,G-7
Almacen 45,Producto 261,88,28.94,D-1
Almacen 45,Producto 262,24,18.93,G-1
Almacen 45,Producto 263,80,1.81,A-6
Almacen 45,Producto 264,57,27.9,F-2
Almacen 45,Producto 265,16,9.74,F-4
Almacen 45,Producto 266,0,19.42,F-1
Almacen 45,Producto 267,93,16.97,E-2
Almacen 45,Producto 268,37,22.04,C-8
Almacen 45,Producto 269,98,13.35,B-3
Almacen 45,Producto 270,76,17.49,G-1
Almacen 45,Producto 271,40,1.86,E-1
Almacen 45,Producto 272,50,1.92,A-7
Almacen 45,Producto 273,13,22.87,A-7
Almacen 45,Producto 274,46,27.63,G-8
Almacen 45,Producto 275,17,3.42,A-7
Almacen 45,Producto 276,99,21.45,A-2
Almacen 45,Producto 277,64,22.51,B-3
Almacen 45,Producto 278,63,17.86,B-8
Almacen 45,Producto 279,50,8.72,F-5
Almacen 45,Producto 280,16,19.98,A-5
Almacen 45,Producto 281,91,5.92,E-1
Almacen 45,Producto 282,95,21.3,B-4
Almacen 45,Producto 283,47,27.99,A-2
Almacen 45,Producto 284,37,27.61,C-1
Almacen 45,Producto 285,76,22.21,F-7
Almacen 45,Producto 286,85,1.57,G-6
Almacen 45,Producto 287,7,25.55,H-8
Almacen 45,Producto 288,94,5.12,E-8
Almacen 45,Producto 289,78,9.91,C-2
Almacen 45,Producto 290,33,13.05,F-6
Almacen 45,Producto 291,24,5.6,E-2
Almacen 45,Producto 292,0,25.59,B-7
Almacen 45,Producto 293,94,9.01,G-5
Almacen 45,Producto 294,72,20.36,B-8
Almacen 45,Producto 295,53,18.81,C-7
Almacen 45,Producto 296,14,25.31,A-8
Almacen 45,Producto 297,38,5.45,H-6
Almacen 45,Producto 298,34,8.65,E-3
Almacen 45,Producto 299,76,6.68,F-3
Almacen 45,Producto 300,68,16.35,E-3
Almacen 45,Producto 301,94,27.12,H-4
Almacen 45,Producto 302,57,11.83,A-6
Almacen 45,Producto 303,33,6.45,D-7
Almacen 45,Producto 304,25,19.4,A-7
Almacen 45,Producto 305,62,21.75,B-2
Almacen 45,Producto 306,43,7.41,C-7
Almacen 45,Producto 307,97,2.61,F-3
Almacen 45,Producto 308,39,17.07,A-4
Almacen 45,Producto 309,62,14.93,C-1
Almacen 45,Producto 310,35,11.26,B-7
Almacen 45,Producto 311,11,16.2,C-1
Almacen 45,Producto 312,99,12.25,C-4
Almacen 45,Producto 313,86,16.77,F-8
Almacen 45,Producto 314,21,11.83,A-3
Almacen 45,Producto 315,41,21.16,H-7
Almacen 45,Producto 316,84,16.92,H-7
Almacen 45,Producto 317,92,12.36,H-4
Almacen 45,Producto 318,1,21.65,H-8
Almacen 45,Producto 319,65,1.18,B-4
Almacen 45,Producto 320,9,21.73,F-3
Almacen 45,Producto 321,19,26.89,D-2
Almacen 45,Producto 322,43,2.75,G-2
Almacen 45,Producto 323,96,25.12,C-4
Almacen 45,Producto 324,94,10.37,G-8
Almacen 45,Producto 325,57,10.58,C-7
Almacen 45,Producto 326,24,7.4,B-6
Almacen 45,Producto 327,71,15.14,B-2
Almacen 45,Producto 328,30,5.91,B-2
Almacen 45,Producto 329,79,25.58,D-7
Almacen 45,Producto 330,78,20.0,C-1
Almacen 45,Producto 331,72,28.34,H-7
Almacen 45,Producto 332,2,2.03,F-8
Almacen 45,Producto 333,98,22.97,D-7
Almacen 45,Producto 334,3,22.84,F-5
Almacen 45,Producto 335,67,24.43,H-4
Almacen 45,Producto 336,93,13.07,F-5
Almacen 45,Producto 337,20,7.79,F-4
Almacen 45,Producto 338,74,22.65,F-4
Almacen 45,Producto 339,68,23.41,C-2
Almacen 45,Producto 340,13,27.56,F-8
Almacen 45,Producto 341,82,11.86,C-5
Almacen 45,Producto 342,21,11.75,H-8
Almacen 45,Producto 343,64,17.22,F-6
Almacen 45,Producto 344,34,11.57,H-1
Almacen 45,Producto 345,43,8.97,F-6
Almacen 45,Producto 346,91,1.3,B-5
Almacen 45,Producto 347,98,14.36,E-5
Almacen 45,Producto 348,28,2.96,A-1
Almacen 45,Producto 349,56,5.27,C-7
Almacen 45,Producto 350,6,22.16,D-3
Almacen 45,Producto 351,65,11.58,A-3
Almacen 45,Producto 352,93,26.29,D-5
Almacen 45,Producto 353,27,9.3,G-3
Almacen 45,Producto 354,99,2.73,E-6
Almacen 45,Producto 355,75,26.86,E-3
Almacen 45,Producto 356,34,23.53,C-7
Almacen 45,Producto 357,6,11.59,E-3
Almacen 45,Producto 358,16,5.2,D-4
Almacen 45,Producto 359,6,16.19,B-6
Almacen 45,Producto 360,17,24.98,C-1
Almacen 45,Producto 361,35,2.76,D-6
Almacen 45,Producto 362,80,25.99,H-5
Almacen 45,Producto 363,68,7.42,B-5
Almacen 45,Producto 364,45,11.93,G-2
Almacen 45,Producto 365,23,21.39,B-1
Almacen 45,Producto 366,70,2.4,G-5
Almacen 45,Producto 367,93,18.33,F-8
Almacen 45,Producto 368,52,17.74,A-2
Almacen 45,Producto 369,34,11.12,H-8
Almacen 45,Producto 370,95,7.66,E-1
Almacen 45,Producto 371,18,27.74,H-6
Almacen 45,Producto 372,13,24.24,E-4
Almacen 45,Producto 373,97,16.11,A-6
Almacen 45,Producto 374,2,2.53,H-5
Almacen 45,Producto 375,87,16.68,E-8
Almacen 45,Producto 376,99,26.54,D-2
Almacen 45,Producto 377,22,19.68,B-4
Almacen 45,Producto 378,9,20.99,A-4
Almacen 45,Producto 379,72,14.39,F-7
Almacen 45,Producto 380,36,8.3,B-7
Almacen 45,Producto 381,71,10.2,G-4
Almacen 45,Producto 382,6,25.21,E-3
Almacen 45,Producto 383,42,2.21,B-5
Almacen 45,Producto 384,81,7.06,B-3
Almacen 45,Producto 385,83,5.89,G-8
Almacen 45,Producto 386,90,29.46,E-1
Almacen 45,Producto 387,60,23.18,D-2
Almacen 45,Producto 388,10,7.11,E-1
Almacen 45,Producto 389,8,10.34,A-4
Almacen 45,Producto 390,50,16.81,E-3
Almacen 45,Producto 391,99,19.55,E-4
Almacen 45,Producto 392,53,8.34,B-3
Almacen 45,Producto 393,100,17.71,D-5
Almacen 45,Producto 394,13,23.9,D-4
Almacen 45,Producto 395,34,24.9,A-6
Almacen 45,Producto 396,70,2.44,B-2
Almacen 45,Producto 397,31,28.99,C-2
Almacen 45,Producto 398,39,28.49,H-4
Almacen 45,Producto 399,66,3.84,C-8
Almacen 45,Producto 400,25,26.79,C-6
Almacen 45,Producto 401,8,19.97,C-3
Almacen 45,Producto 402,26,18.0,C-5
Almacen 45,Producto 403,82,1.84,G-4
Almacen 45,Producto 404,19,25.56,B-1
Almacen 45,Producto 405,4,9.09,B-2
Almacen 45,Producto 406,20,24.53,B-7
Almacen 45,Producto 407,5,24.21,G-6
Almacen 45,Producto 408,31,8.55,F-7
Almacen 45,Producto 409,61,11.4,G-3
Almacen 45,Producto 410,56,22.24,B-7
Almacen 45,Producto 411,83,3.35,A-6
Almacen 45,Producto 412,96,26.46,G-6
Almacen 45,Producto 413,39,5.86,D-1
Almacen 45,Producto 414,78,9.66,E-5
Almacen 45,Producto 415,16,14.86,G-8
Almacen 45,Producto 416,37,5.58,B-7
Almacen 45,Producto 417,79,27.01,G-1
Almacen 45,Producto 418,43,14.04,H-6
Almacen 45,Producto 419,30,25.18,G-5
Almacen 45,Producto 420,21,6.59,G-5
Almacen 45,Producto 421,64,2.83,A-7
Almacen 45,Producto 422,90,27.96,A-4
Almacen 45,Producto 423,76,1.75,H-2
Almacen 45,Producto 424,76,27.65,F-5
Almacen 45,Producto 425,42,25.71,C-2
Almacen 45,Producto 426,67,25.05,B-8
Almacen 45,Producto 427,51,11.46,C-4
Almacen 45,Producto 428,95,23.36,D-4
Almacen 45,Producto 429,1,21.63,G-2
Almacen 45,Producto 430,21,1.89,A-2
Almacen 45,Producto 431,65,27.46,C-2
Almacen 45,Producto 432,30,18.33,F-5
Almacen 45,Producto 433,98,23.56,A-1
Almacen 45,Producto 434,40,21.63,E-1
Almacen 45,Producto 435,80,12.27,D-7
Almacen 45,Producto 436,51,7.04,F-8
Almacen 45,Producto 437,49,29.23,F-3
Almacen 45,Producto 438,42,29.91,H-6
Almacen 45,Producto 439,77,26.28,C-5
Almacen 45,Producto 440,6,11.73,D-5
Almacen 45,Producto 441,14,3.86,H-5
Almacen 45,Producto 442,81,21.5,B-1
Almacen 45,Producto 443,45,5.36,H-4
Almacen 45,Producto 444,5,28.14,F-6
Almacen 45,Producto 445,6,9.27,A-3
Almacen 45,Producto 446,52,29.87,G-2
Almacen 45,Producto 447,99,23.6,A-3
Almacen 45,Producto 448,63,18.51,A-3
Almacen 45,Producto 449,45,22.72,E-2
Almacen 45,Producto 450,75,2.12,D-4
Almacen 45,Producto 451,42,16.28,G-8
Almacen 45,Producto 452,77,24.18,H-4
Almacen 45,Producto 453,35,16.16,D-7
Almacen 45,Producto 454,58,25.57,F-8
Almacen 45,Producto 455,50,8.58,D-6
Almacen 45,Producto 456,47,10.76,E-7
Almacen 45,Producto 457,70,28.02,B-5
Almacen 45,Producto 458,19,23.3,D-8
Almacen 45,Producto 459,99,29.81,H-7
Almacen 45,Producto 460,64,18.21,G-7
Almacen 45,Producto 461,37,29.74,F-7
Almacen 45,Producto 462,12,26.44,G-2
Almacen 45,Producto 463,43,19.19,B-7
Almacen 45,Producto 464,68,10.5,G-4
Almacen 45,Producto 465,98,23.12,E-4
Almacen 45,Producto 466,71,2.32,A-1
Almacen 45,Producto 467,32,21.43,E-4
Almacen 45,Producto 468,47,10.31,B-7
Almacen 45,Producto 469,69,17.02,E-5
Almacen 45,Producto 470,34,19.98,E-7
Almacen 45,Producto 471,85,1.86,C-2
Almacen 45,Producto 472,19,27.7,E-6
Almacen 45,Producto 473,16,27.8,H-1
Almacen 45,Producto 474,97,10.5,C-5
Almacen 45,Producto 475,89,22.91,H-5
Almacen 45,Producto 476,57,29.02,C-5
Almacen 45,Producto 477,68,1.54,H-2
Almacen 45,Producto 478,47,5.33,E-6
Almacen 45,Producto 479,68,29.64,G-2
Almacen 45,Producto 480,95,5.81,C-7
Almacen 45,Producto 481,96,19.54,C-2
Almacen 45,Producto 482,38,26.73,D-7
Almacen 45,Producto 483,40,13.12,A-8
Almacen 45,Producto 484,29,24.29,H-3
Almacen 45,Producto 485,53,28.14,E-8
Almacen 45,Producto 486,81,15.57,F-2
Almacen 45,Producto 487,29,29.03,G-2
Almacen 45,Producto 488,78,19.9,F-5
Almacen 45,Producto 489,52,7.11,C-5
Almacen 45,Producto 490,61,28.7,E-5
Almacen 45,Producto 491,8,8.26,D-4
Almacen 45,Producto 492,88,21.78,D-2
Almacen 45,Producto 493,60,5.27,D-6
Almacen 45,Producto 494,89,17.76,G-3
Almacen 45,Producto 495,4,8.09,F-1
Almacen 45,Producto 496,20,21.61,G-8
Almacen 45,Producto 497,78,23.76,E-1
Almacen 45,Producto 498,91,25.73,G-3
Almacen 45,Producto 499,81,16.91,E-5
Almacen 45,Producto 500,86,12.88,F-1
Almacen 45,Producto 501,52,20.33,G-2
Almacen 45,Producto 502,4,15.69,B-8
Almacen 45,Producto 503,11,22.76,F-7
Almacen 45,Producto 504,79,19.86,A-4
Almacen 45,Producto 505,89,5.13,B-4
Almacen 45,Producto 506,95,14.61,A-2
Almacen 45,Producto 507,48,13.05,C-2
Almacen 45,Producto 508,61,12.96,H-4
Almacen 45,Producto 509,70,15.42,B-8
Almacen 45,Producto 510,65,9.73,E-4
Almacen 45,Producto 511,41,9.74,A-7
Almacen 45,Producto 512,39,21.98,B-3
Almacen 45,Producto 513,0,21.9,G-3
Almacen 45,Producto 514,12,17.82,E-6
Almacen 45,Producto 515,14,4.53,F-8
Almacen 45,Producto 516,16,12.6,E-7
Almacen 45,Producto 517,26,26.91,C-8
Almacen 45,Producto 518,49,29.47,B-7
Almacen 45,Producto 519,45,15.39,H-7
Almacen 45,Producto 520,81,7.81,A-3
Almacen 45,Producto 521,82,10.14,F-3
Almacen 45,Producto 522,88,1.52,D-1
Almacen 45,Producto 523,39,1.61,A-2
Almacen 45,Producto 524,58,20.57,B-2
Almacen 45,Producto 525,29,4.91,H-2
Almacen 45,Producto 526,13,16.29,A-4
Almacen 45,Producto 527,41,28.48,E-5
Almacen 45,Producto 528,45,9.44,B-4
Almacen 45,Producto 529,9,12.54,A-7
Almacen 45,Producto 530,43,25.37,D-4
Almacen 45,Producto 531,34,24.92,C-6
Almacen 45,Producto 532,79,20.69,B-1
Almacen 45,Producto 533,47,6.34,F-5
Almacen 45,Producto 534,54,2.44,H-8
Almacen 45,Producto 535,39,9.77,H-8
Almacen 45,Producto 536,69,19.37,B-7
Almacen 45,Producto 537,32,25.21,D-2
Almacen 45,Producto 538,95,29.04,B-1
Almacen 45,Producto 539,4,21.8,G-3
Almacen 45,Producto 540,91,23.2,H-5
Almacen 45,Producto 541,95,21.85,E-8
Almacen 45,Producto 542,63,23.96,F-2
Almacen 45,Producto 543,49,5.68,H-7
Almacen 45,Producto 544,48,5.61,F-2
Almacen 45,Producto 545,96,11.85,F-6
Almacen 45,Producto 546,37,12.11,G-4
Almacen 45,Producto 547,85,7.51,H-2
Almacen 45,Producto 548,35,8.12,E-3
Almacen 45,Producto 549,38,1.6,B-3
Almacen 45,Producto 550,99,21.71,G-7
Almacen 45,Producto 551,33,19.51,F-2
Almacen 45,Producto 552,45,16.82,F-4
Almacen 45,Producto 553,55,11.03,G-3
Almacen 45,Producto 554,44,5.31,A-8
Almacen 45,Producto 555,92,21.08,A-7
Almacen 45,Producto 556,77,15.93,H-3
Almacen 45,Producto 557,15,3.14,F-2
Almacen 45,Producto 558,30,25.48,D-8
Almacen 45,Producto 559,33,8.94,E-7
Almacen 45,Producto 560,49,19.59,F-2
Almacen 45,Producto 561,3,23.01,E-4
Almacen 45,Producto 562,35,14.54,C-5
Almacen 45,Producto 563,44,4.24,G-7
Almacen 45,Producto 564,73,22.17,A-3
Almacen 45,Producto 565,97,9.2,H-2
