empresa,producto,materiales,costo,fechaInicio
Empresa 185,Producto 716,"['Grafeno 1', 'Cobre 2', 'Acero 3', 'Cobre 4', 'Cerámica 5']",102.31,2016-11-06
Empresa 3,Producto 717,"['Acero 1', 'Cobalto 2', 'Cobalto 3']",55.13,2015-07-17
Empresa 137,Producto 718,"['Silicón 1', 'Cerámica 2', 'Fibra de Carbono 3', 'Cobre 4']",107.49,2019-08-11
Empresa 91,Producto 719,"['Aluminio 1', 'Cobre 2', 'Grafeno 3', 'Cobre 4', 'Níquel 5']",76.48,2017-06-19
Empresa 27,Producto 720,"['Silicón 1', 'Cerámica 2', 'Silicón 3', 'Níquel 4']",65.02,2016-11-15
Empresa 197,Producto 721,"['Acero 1', 'Aluminio 2', 'Acero 3', 'Acero 4', 'Grafeno 5']",83.98,2018-07-23
Empresa 104,Producto 722,"['Aluminio 1', 'Plastico 2', 'Silicón 3']",134.58,2015-09-30
Empresa 158,Producto 723,"['Plastico 1', 'Aluminio 2']",56.61,2015-11-12
Empresa 138,Producto 724,"['Grafeno 1', 'Plastico 2', 'Fibra de Carbono 3', 'Cobre 4', 'Grafeno 5']",95.83,2017-11-18
Empresa 127,Producto 725,"['Níquel 1', 'Fibra de Carbono 2', 'Cobre 3', 'Cobalto 4']",125.62,2019-05-24
Empresa 34,Producto 726,"['Cerámica 1', 'Cobre 2']",98.49,2019-10-22
Empresa 115,Producto 727,"['Cobre 1', 'Plastico 2', 'Cobre 3', 'Aluminio 4', 'Grafeno 5']",50.85,2016-05-07
Empresa 14,Producto 728,"['Silicón 1', 'Plastico 2']",117.95,2018-08-02
Empresa 25,Producto 729,"['Acero 1', 'Grafeno 2', 'Plastico 3']",144.55,2017-10-14
Empresa 118,Producto 730,"['Plastico 1', 'Acero 2', 'Níquel 3', 'Acero 4', 'Aluminio 5']",125.36,2017-09-21
Empresa 57,Producto 731,"['Plastico 1', 'Cobalto 2', 'Plastico 3']",148.37,2016-02-01
Empresa 46,Producto 732,"['Grafeno 1', 'Grafeno 2', 'Aluminio 3']",84.27,2015-12-18
Empresa 61,Producto 733,"['Acero 1', 'Cobre 2', 'Plastico 3', 'Silicón 4']",144.8,2017-02-21
Empresa 15,Producto 734,"['Cobre 1', 'Cobalto 2']",126.02,2019-06-11
Empresa 104,Producto 735,"['Aluminio 1', 'Plastico 2']",133.68,2018-12-14
Empresa 153,Producto 736,"['Cerámica 1', 'Grafeno 2', 'Níquel 3', 'Silicón 4']",117.49,2015-05-15
Empresa 139,Producto 737,"['Cobre 1', 'Acero 2', 'Cobalto 3']",50.95,2016-12-15
Empresa 170,Producto 738,"['Cobre 1', 'Níquel 2', 'Cobalto 3', 'Plastico 4']",58.47,2016-03-30
Empresa 186,Producto 739,"['Cobre 1', 'Níquel 2', 'Aluminio 3', 'Níquel 4']",122.94,2018-11-24
Empresa 96,Producto 740,"['Cobalto 1', 'Aluminio 2']",148.25,2015-09-14
Empresa 158,Producto 741,"['Cobre 1', 'Cobre 2', 'Acero 3', 'Níquel 4']",67.3,2019-03-08
Empresa 137,Producto 742,"['Cerámica 1', 'Cerámica 2', 'Fibra de Carbono 3']",111.7,2019-11-02
Empresa 86,Producto 743,"['Plastico 1', 'Plastico 2', 'Grafeno 3']",122.48,2017-10-22
Empresa 191,Producto 744,"['Cobre 1', 'Acero 2']",142.1,2019-01-05
Empresa 170,Producto 745,"['Fibra de Carbono 1', 'Plastico 2', 'Aluminio 3', 'Silicón 4']",106.03,2016-02-03
Empresa 185,Producto 746,"['Plastico 1', 'Níquel 2', 'Cobalto 3', 'Grafeno 4']",82.45,2017-04-02
Empresa 105,Producto 747,"['Silicón 1', 'Níquel 2', 'Aluminio 3']",59.79,2018-04-01
Empresa 104,Producto 748,"['Cerámica 1', 'Cobalto 2', 'Silicón 3', 'Plastico 4']",95.66,2016-11-25
Empresa 199,Producto 749,"['Aluminio 1', 'Acero 2', 'Silicón 3', 'Plastico 4', 'Cerámica 5']",76.32,2018-02-07
Empresa 114,Producto 750,"['Aluminio 1', 'Silicón 2']",142.98,2018-01-12
Empresa 115,Producto 751,"['Aluminio 1', 'Cerámica 2']",86.28,2019-10-10
Empresa 111,Producto 752,"['Níquel 1', 'Cobre 2']",121.77,2018-11-10
Empresa 51,Producto 753,"['Grafeno 1', 'Grafeno 2', 'Grafeno 3', 'Plastico 4', 'Plastico 5']",134.82,2016-08-02
Empresa 9,Producto 754,"['Níquel 1', 'Fibra de Carbono 2', 'Plastico 3', 'Cobre 4']",86.3,2015-05-13
Empresa 171,Producto 755,"['Fibra de Carbono 1', 'Cerámica 2']",135.89,2018-04-12
Empresa 115,Producto 756,"['Fibra de Carbono 1', 'Cobre 2', 'Cerámica 3', 'Cobre 4']",120.56,2016-08-04
Empresa 46,Producto 757,"['Níquel 1', 'Grafeno 2']",58.64,2018-07-26
Empresa 52,Producto 758,"['Silicón 1', 'Plastico 2']",98.59,2015-05-12
Empresa 137,Producto 759,"['Cobalto 1', 'Níquel 2', 'Acero 3', 'Plastico 4', 'Fibra de Carbono 5']",85.38,2015-11-14
Empresa 137,Producto 760,"['Silicón 1', 'Cerámica 2', 'Plastico 3', 'Cobre 4']",75.75,2017-12-18
Empresa 137,Producto 761,"['Cobre 1', 'Cobalto 2']",68.1,2016-12-17
Empresa 7,Producto 762,"['Silicón 1', 'Cobre 2', 'Cobre 3', 'Cobre 4', 'Plastico 5']",141.81,2018-11-17
Empresa 14,Producto 763,"['Cobre 1', 'Acero 2', 'Aluminio 3', 'Cobalto 4', 'Cerámica 5']",130.06,2019-03-14
Empresa 157,Producto 764,"['Cobalto 1', 'Fibra de Carbono 2']",65.62,2015-09-24
Empresa 14,Producto 765,"['Níquel 1', 'Acero 2', 'Grafeno 3', 'Cobre 4']",57.3,2017-05-26
Empresa 27,Producto 766,"['Acero 1', 'Fibra de Carbono 2', 'Acero 3', 'Cobre 4', 'Grafeno 5']",131.11,2019-12-21
Empresa 158,Producto 767,"['Aluminio 1', 'Acero 2', 'Cobre 3', 'Grafeno 4', 'Cobalto 5']",82.85,2015-01-02
Empresa 20,Producto 768,"['Aluminio 1', 'Cobre 2', 'Fibra de Carbono 3', 'Cerámica 4']",133.58,2015-10-21
Empresa 77,Producto 769,"['Fibra de Carbono 1', 'Fibra de Carbono 2', 'Plastico 3', 'Grafeno 4', 'Cerámica 5']",143.66,2018-07-15
Empresa 67,Producto 770,"['Cobre 1', 'Cobre 2']",77.7,2015-01-26
Empresa 95,Producto 771,"['Plastico 1', 'Níquel 2', 'Silicón 3', 'Plastico 4']",56.37,2017-01-10
Empresa 65,Producto 772,"['Cobre 1', 'Fibra de Carbono 2']",116.76,2016-09-28
Empresa 65,Producto 773,"['Cobre 1', 'Fibra de Carbono 2']",50.48,2015-06-27
Empresa 52,Producto 774,"['Aluminio 1', 'Cobre 2', 'Cobre 3']",71.73,2019-04-16
Empresa 7,Producto 775,"['Aluminio 1', 'Grafeno 2', 'Cobre 3']",100.57,2019-01-19
Empresa 143,Producto 776,"['Cobalto 1', 'Acero 2', 'Cerámica 3', 'Plastico 4', 'Níquel 5']",140.97,2019-01-22
Empresa 199,Producto 777,"['Cobre 1', 'Grafeno 2', 'Níquel 3']",63.77,2019-10-09
Empresa 36,Producto 778,"['Acero 1', 'Acero 2', 'Silicón 3', 'Níquel 4', 'Cobre 5']",59.29,2015-02-18
Empresa 146,Producto 779,"['Cobalto 1', 'Cobalto 2', 'Acero 3', 'Cobre 4', 'Cobalto 5']",87.18,2015-06-18
Empresa 168,Producto 780,"['Cobalto 1', 'Cerámica 2', 'Plastico 3']",132.8,2018-04-24
Empresa 136,Producto 781,"['Cobalto 1', 'Grafeno 2', 'Plastico 3', 'Cobre 4']",77.11,2018-12-07
Empresa 128,Producto 782,"['Cobre 1', 'Cobre 2']",135.43,2018-05-01
Empresa 189,Producto 783,"['Níquel 1', 'Fibra de Carbono 2', 'Níquel 3', 'Cobre 4', 'Grafeno 5']",82.71,2015-03-28
Empresa 45,Producto 784,"['Cobalto 1', 'Silicón 2']",80.18,2019-05-29
Empresa 11,Producto 785,"['Níquel 1', 'Acero 2']",113.92,2015-10-14
Empresa 9,Producto 786,"['Plastico 1', 'Cobre 2', 'Aluminio 3']",59.98,2016-06-18
Empresa 3,Producto 787,"['Fibra de Carbono 1', 'Cobre 2', 'Grafeno 3', 'Grafeno 4']",91.42,2019-05-13
Empresa 114,Producto 788,"['Níquel 1', 'Grafeno 2', 'Níquel 3', 'Cerámica 4']",136.89,2015-07-06
Empresa 21,Producto 789,"['Cobalto 1', 'Aluminio 2', 'Cobalto 3']",116.96,2019-08-24
Empresa 15,Producto 790,"['Níquel 1', 'Cerámica 2', 'Níquel 3', 'Aluminio 4']",113.67,2019-08-20
Empresa 72,Producto 791,"['Grafeno 1', 'Acero 2', 'Cobre 3']",61.28,2017-04-06
Empresa 36,Producto 792,"['Silicón 1', 'Aluminio 2', 'Cobalto 3', 'Cobre 4']",88.25,2019-10-28
Empresa 143,Producto 793,"['Acero 1', 'Cerámica 2', 'Fibra de Carbono 3', 'Cobre 4', 'Níquel 5']",120.51,2017-04-16
Empresa 31,Producto 794,"['Plastico 1', 'Cerámica 2']",95.22,2018-07-20
Empresa 63,Producto 795,"['Cobalto 1', 'Cobre 2']",95.91,2017-07-14
Empresa 31,Producto 796,"['Aluminio 1', 'Cobre 2']",58.58,2016-12-31
Empresa 134,Producto 797,"['Cerámica 1', 'Cobre 2', 'Silicón 3', 'Silicón 4', 'Acero 5']",61.55,2015-12-06
Empresa 0,Producto 798,"['Aluminio 1', 'Grafeno 2']",121.79,2015-05-31
Empresa 25,Producto 799,"['Níquel 1', 'Cobre 2']",76.92,2018-03-21
Empresa 115,Producto 800,"['Cobalto 1', 'Cobre 2', 'Cerámica 3', 'Grafeno 4', 'Fibra de Carbono 5']",117.04,2018-05-11
Empresa 185,Producto 801,"['Níquel 1', 'Cobre 2', 'Acero 3', 'Fibra de Carbono 4']",132.93,2015-10-21
Empresa 56,Producto 802,"['Cerámica 1', 'Aluminio 2', 'Cobalto 3', 'Fibra de Carbono 4']",80.51,2015-11-09
Empresa 148,Producto 803,"['Grafeno 1', 'Grafeno 2', 'Fibra de Carbono 3', 'Cobalto 4']",142.49,2019-09-20
Empresa 141,Producto 804,"['Níquel 1', 'Aluminio 2', 'Cobre 3']",70.3,2018-02-05
Empresa 194,Producto 805,"['Plastico 1', 'Cobalto 2', 'Plastico 3', 'Níquel 4']",53.95,2018-08-15
Empresa 170,Producto 806,"['Cobre 1', 'Cobre 2', 'Níquel 3', 'Aluminio 4']",95.89,2018-08-19
Empresa 86,Producto 807,"['Cobre 1', 'Níquel 2', 'Cerámica 3']",63.64,2019-10-03
Empresa 119,Producto 808,"['Cobre 1', 'Acero 2', 'Aluminio 3', 'Fibra de Carbono 4', 'Cerámica 5']",139.59,2018-10-26
Empresa 82,Producto 809,"['Cobre 1', 'Cobalto 2', 'Silicón 3', 'Cobre 4', 'Fibra de Carbono 5']",111.13,2017-08-29
Empresa 93,Producto 810,"['Cerámica 1', 'Acero 2', 'Níquel 3', 'Cobre 4']",103.52,2017-01-25
Empresa 70,Producto 811,"['Níquel 1', 'Fibra de Carbono 2', 'Fibra de Carbono 3', 'Plastico 4']",113.26,2018-06-16
Empresa 74,Producto 812,"['Silicón 1', 'Cobalto 2', 'Níquel 3', 'Fibra de Carbono 4']",139.68,2019-09-01
Empresa 34,Producto 813,"['Fibra de Carbono 1', 'Fibra de Carbono 2', 'Aluminio 3']",67.36,2016-06-25
Empresa 138,Producto 814,"['Grafeno 1', 'Plastico 2', 'Cerámica 3', 'Cobalto 4']",101.39,2017-03-21
Empresa 138,Producto 815,"['Cobre 1', 'Fibra de Carbono 2']",115.77,2017-05-02
Empresa 136,Producto 816,"['Cobalto 1', 'Cobre 2']",118.59,2019-01-07
Empresa 197,Producto 817,"['Grafeno 1', 'Plastico 2', 'Cobre 3', 'Cerámica 4']",132.85,2019-07-17
Empresa 68,Producto 818,"['Cobre 1', 'Silicón 2']",55.82,2015-06-01
Empresa 93,Producto 819,"['Cerámica 1', 'Cobre 2', 'Plastico 3', 'Acero 4', 'Fibra de Carbono 5']",95.42,2019-06-05
Empresa 34,Producto 820,"['Cobre 1', 'Fibra de Carbono 2', 'Aluminio 3', 'Plastico 4', 'Cobre 5']",140.51,2019-06-09
Empresa 162,Producto 821,"['Acero 1', 'Cobalto 2']",107.67,2015-05-02
Empresa 91,Producto 822,"['Acero 1', 'Cobre 2']",122.63,2018-04-19
Empresa 25,Producto 823,"['Silicón 1', 'Cobre 2']",119.26,2015-01-09
Empresa 37,Producto 824,"['Cobalto 1', 'Aluminio 2', 'Cobre 3', 'Níquel 4', 'Cobalto 5']",124.15,2015-06-19
Empresa 119,Producto 825,"['Cobre 1', 'Silicón 2', 'Silicón 3', 'Acero 4']",59.49,2019-07-13
Empresa 82,Producto 826,"['Acero 1', 'Cobre 2', 'Níquel 3', 'Cerámica 4']",52.54,2015-01-25
Empresa 110,Producto 827,"['Cobre 1', 'Cobalto 2', 'Níquel 3', 'Cobre 4']",127.98,2019-03-03
Empresa 63,Producto 828,"['Cobre 1', 'Cobre 2', 'Plastico 3', 'Cobalto 4']",138.57,2019-08-28
Empresa 34,Producto 829,"['Aluminio 1', 'Cerámica 2', 'Acero 3', 'Cobre 4', 'Silicón 5']",68.8,2015-03-05
Empresa 20,Producto 830,"['Fibra de Carbono 1', 'Níquel 2', 'Cobre 3', 'Cobalto 4', 'Grafeno 5']",87.3,2016-06-07
Empresa 14,Producto 831,"['Cobre 1', 'Acero 2', 'Silicón 3']",126.06,2018-04-17
Empresa 157,Producto 832,"['Acero 1', 'Grafeno 2', 'Cobre 3', 'Cerámica 4']",60.66,2016-02-11
Empresa 67,Producto 833,"['Acero 1', 'Acero 2']",126.88,2019-06-11
Empresa 96,Producto 834,"['Plastico 1', 'Silicón 2', 'Níquel 3', 'Cobalto 4', 'Silicón 5']",133.37,2016-06-08
Empresa 24,Producto 835,"['Cobalto 1', 'Acero 2', 'Níquel 3', 'Grafeno 4', 'Aluminio 5']",60.02,2016-04-27
Empresa 34,Producto 836,"['Grafeno 1', 'Cobre 2', 'Cobre 3', 'Cobalto 4', 'Grafeno 5']",94.04,2018-07-20
Empresa 21,Producto 837,"['Acero 1', 'Aluminio 2', 'Grafeno 3']",147.94,2016-10-17
Empresa 24,Producto 838,"['Cobalto 1', 'Cobre 2']",142.36,2017-01-30
Empresa 36,Producto 839,"['Fibra de Carbono 1', 'Aluminio 2']",76.53,2017-07-27
Empresa 52,Producto 840,"['Acero 1', 'Fibra de Carbono 2', 'Cobre 3', 'Silicón 4', 'Cobalto 5']",96.1,2017-04-20
Empresa 139,Producto 841,"['Níquel 1', 'Fibra de Carbono 2', 'Acero 3']",105.26,2019-04-07
Empresa 46,Producto 842,"['Cerámica 1', 'Acero 2', 'Silicón 3', 'Plastico 4']",115.21,2018-11-29
Empresa 137,Producto 843,"['Plastico 1', 'Acero 2', 'Grafeno 3', 'Acero 4']",94.14,2018-04-16
Empresa 10,Producto 844,"['Grafeno 1', 'Acero 2', 'Cobalto 3', 'Silicón 4']",144.97,2017-07-31
Empresa 74,Producto 845,"['Cobre 1', 'Grafeno 2', 'Cobalto 3', 'Cobre 4', 'Cobalto 5']",58.88,2018-02-23
Empresa 47,Producto 846,"['Plastico 1', 'Cobalto 2']",124.62,2019-07-08
Empresa 172,Producto 847,"['Cobalto 1', 'Aluminio 2', 'Níquel 3', 'Plastico 4', 'Cobre 5']",122.06,2018-11-18
Empresa 148,Producto 848,"['Cobalto 1', 'Cobalto 2', 'Acero 3']",97.79,2018-03-16
Empresa 29,Producto 849,"['Níquel 1', 'Grafeno 2']",99.28,2017-08-31
Empresa 169,Producto 850,"['Cobalto 1', 'Fibra de Carbono 2', 'Grafeno 3', 'Plastico 4', 'Acero 5']",142.64,2015-05-24
Empresa 9,Producto 851,"['Plastico 1', 'Cobre 2', 'Silicón 3']",77.64,2016-05-18
Empresa 3,Producto 852,"['Aluminio 1', 'Cobre 2', 'Acero 3', 'Grafeno 4']",130.93,2016-06-08
Empresa 77,Producto 853,"['Cobalto 1', 'Cerámica 2', 'Cobre 3', 'Cerámica 4']",66.21,2017-11-07
Empresa 67,Producto 854,"['Plastico 1', 'Aluminio 2', 'Cobre 3', 'Níquel 4', 'Cerámica 5']",105.23,2017-10-28
Empresa 3,Producto 855,"['Cobre 1', 'Cobalto 2', 'Cerámica 3', 'Acero 4', 'Fibra de Carbono 5']",124.74,2019-04-30
Empresa 175,Producto 856,"['Silicón 1', 'Cerámica 2', 'Cobalto 3', 'Cobre 4', 'Cobre 5']",114.8,2016-07-05
Empresa 63,Producto 857,"['Cobre 1', 'Plastico 2']",86.2,2016-04-15
Empresa 123,Producto 858,"['Fibra de Carbono 1', 'Cobalto 2', 'Plastico 3']",147.51,2015-11-27
Empresa 143,Producto 859,"['Cobre 1', 'Plastico 2', 'Cobalto 3', 'Cobre 4', 'Níquel 5']",129.76,2017-08-13
Empresa 183,Producto 860,"['Aluminio 1', 'Acero 2', 'Silicón 3', 'Níquel 4']",96.11,2017-11-11
Empresa 152,Producto 861,"['Acero 1', 'Cobre 2']",56.46,2015-01-20
Empresa 31,Producto 862,"['Acero 1', 'Grafeno 2']",85.79,2015-03-29
Empresa 94,Producto 863,"['Cobre 1', 'Cobre 2', 'Fibra de Carbono 3', 'Silicón 4', 'Silicón 5']",86.35,2017-05-29
Empresa 5,Producto 864,"['Silicón 1', 'Silicón 2', 'Níquel 3']",134.51,2017-07-27
Empresa 118,Producto 865,"['Níquel 1', 'Plastico 2', 'Cobre 3']",98.09,2015-04-01
Empresa 162,Producto 866,"['Fibra de Carbono 1', 'Grafeno 2', 'Plastico 3']",126.11,2019-10-29
Empresa 18,Producto 867,"['Grafeno 1', 'Silicón 2', 'Grafeno 3']",139.25,2017-10-05
Empresa 79,Producto 868,"['Cobre 1', 'Cobalto 2']",116.89,2015-02-17
Empresa 158,Producto 869,"['Níquel 1', 'Níquel 2', 'Cobalto 3', 'Níquel 4', 'Fibra de Carbono 5']",98.99,2015-06-11
Empresa 199,Producto 870,"['Acero 1', 'Acero 2', 'Acero 3']",50.27,2018-11-11
Empresa 138,Producto 871,"['Fibra de Carbono 1', 'Plastico 2', 'Silicón 3']",60.06,2016-05-15
Empresa 35,Producto 872,"['Cobalto 1', 'Silicón 2', 'Cobalto 3', 'Acero 4', 'Fibra de Carbono 5']",120.94,2019-04-15
Empresa 15,Producto 873,"['Cobre 1', 'Acero 2']",134.04,2015-10-07
Empresa 169,Producto 874,"['Cerámica 1', 'Cobre 2', 'Silicón 3', 'Plastico 4']",73.17,2016-07-16
Empresa 141,Producto 875,"['Níquel 1', 'Cobre 2', 'Aluminio 3', 'Fibra de Carbono 4', 'Grafeno 5']",101.87,2019-08-28
Empresa 148,Producto 876,"['Silicón 1', 'Plastico 2', 'Grafeno 3', 'Silicón 4']",131.13,2017-03-31
Empresa 168,Producto 877,"['Grafeno 1', 'Aluminio 2', 'Acero 3']",84.7,2017-04-26
Empresa 132,Producto 878,"['Níquel 1', 'Silicón 2', 'Aluminio 3']",94.71,2016-07-24
Empresa 86,Producto 879,"['Fibra de Carbono 1', 'Grafeno 2', 'Níquel 3', 'Plastico 4']",104.97,2017-08-02
Empresa 120,Producto 880,"['Cobre 1', 'Plastico 2', 'Plastico 3', 'Cobalto 4']",52.78,2017-02-13
Empresa 186,Producto 881,"['Cerámica 1', 'Cobalto 2', 'Silicón 3', 'Cobre 4']",132.22,2017-09-18
Empresa 79,Producto 882,"['Aluminio 1', 'Cobre 2', 'Grafeno 3', 'Cerámica 4', 'Grafeno 5']",86.75,2019-12-08
Empresa 21,Producto 883,"['Fibra de Carbono 1', 'Cobre 2', 'Cerámica 3', 'Aluminio 4', 'Aluminio 5']",132.19,2017-06-10
Empresa 36,Producto 884,"['Cerámica 1', 'Níquel 2']",103.06,2015-02-14
Empresa 74,Producto 885,"['Cobre 1', 'Cobre 2', 'Cerámica 3', 'Fibra de Carbono 4', 'Plastico 5']",122.33,2018-01-27
Empresa 177,Producto 886,"['Plastico 1', 'Níquel 2']",87.57,2017-07-02
Empresa 14,Producto 887,"['Plastico 1', 'Aluminio 2', 'Plastico 3', 'Níquel 4']",87.79,2016-11-07
Empresa 162,Producto 888,"['Cobre 1', 'Níquel 2']",70.36,2015-12-08
Empresa 191,Producto 889,"['Cerámica 1', 'Grafeno 2', 'Silicón 3']",88.65,2018-12-05
Empresa 199,Producto 890,"['Cobre 1', 'Grafeno 2']",149.94,2015-10-19
Empresa 68,Producto 891,"['Níquel 1', 'Grafeno 2', 'Plastico 3']",126.0,2019-02-01
Empresa 72,Producto 892,"['Cerámica 1', 'Plastico 2']",123.1,2018-03-18
Empresa 193,Producto 893,"['Cerámica 1', 'Cobre 2', 'Grafeno 3', 'Cobre 4']",56.26,2019-09-15
Empresa 153,Producto 894,"['Silicón 1', 'Cobalto 2', 'Aluminio 3', 'Acero 4']",148.09,2016-12-29
Empresa 70,Producto 895,"['Cobalto 1', 'Níquel 2', 'Plastico 3', 'Cerámica 4']",132.19,2015-07-15
Empresa 61,Producto 896,"['Grafeno 1', 'Silicón 2', 'Grafeno 3']",93.13,2016-12-17
Empresa 35,Producto 897,"['Cobalto 1', 'Cobalto 2']",146.81,2017-07-19
Empresa 29,Producto 898,"['Grafeno 1', 'Cobre 2']",53.59,2015-12-23
Empresa 41,Producto 899,"['Plastico 1', 'Cerámica 2', 'Aluminio 3', 'Plastico 4', 'Fibra de Carbono 5']",71.3,2019-01-26
Empresa 186,Producto 900,"['Cerámica 1', 'Plastico 2']",57.21,2018-12-19
Empresa 162,Producto 901,"['Plastico 1', 'Silicón 2']",74.91,2019-06-05
Empresa 84,Producto 902,"['Fibra de Carbono 1', 'Aluminio 2']",54.74,2019-08-17
Empresa 41,Producto 903,"['Cobalto 1', 'Acero 2', 'Plastico 3', 'Cobre 4', 'Grafeno 5']",62.47,2015-01-26
Empresa 143,Producto 904,"['Plastico 1', 'Grafeno 2', 'Cobre 3', 'Grafeno 4']",109.06,2019-07-21
Empresa 194,Producto 905,"['Plastico 1', 'Cobalto 2', 'Acero 3', 'Níquel 4', 'Fibra de Carbono 5']",142.49,2019-09-28
Empresa 169,Producto 906,"['Plastico 1', 'Plastico 2', 'Aluminio 3', 'Níquel 4', 'Grafeno 5']",70.24,2017-07-07
Empresa 168,Producto 907,"['Cobre 1', 'Plastico 2', 'Cerámica 3']",50.41,2018-06-24
Empresa 52,Producto 908,"['Fibra de Carbono 1', 'Cobalto 2', 'Acero 3', 'Cobre 4']",138.73,2016-03-03
Empresa 24,Producto 909,"['Níquel 1', 'Grafeno 2', 'Silicón 3']",82.03,2016-11-24
Empresa 141,Producto 910,"['Acero 1', 'Cobre 2']",130.36,2017-02-19
Empresa 199,Producto 911,"['Grafeno 1', 'Plastico 2']",89.61,2016-02-21
Empresa 51,Producto 912,"['Plastico 1', 'Silicón 2']",119.52,2017-09-01
Empresa 111,Producto 913,"['Acero 1', 'Aluminio 2', 'Aluminio 3', 'Cobre 4']",58.66,2015-07-09
Empresa 18,Producto 914,"['Silicón 1', 'Cobre 2', 'Plastico 3', 'Plastico 4', 'Cerámica 5']",83.08,2015-06-02
Empresa 115,Producto 915,"['Fibra de Carbono 1', 'Cobre 2', 'Cerámica 3', 'Cobalto 4', 'Silicón 5']",147.57,2019-05-29
Empresa 67,Producto 916,"['Plastico 1', 'Grafeno 2']",125.22,2017-09-01
Empresa 146,Producto 917,"['Cobalto 1', 'Grafeno 2', 'Cerámica 3', 'Grafeno 4']",127.59,2018-11-25
Empresa 66,Producto 918,"['Cobalto 1', 'Cerámica 2']",110.16,2015-12-09
Empresa 88,Producto 919,"['Cerámica 1', 'Níquel 2', 'Cobalto 3', 'Plastico 4']",108.27,2016-07-29
Empresa 132,Producto 920,"['Cobre 1', 'Cerámica 2']",77.05,2018-10-08
Empresa 88,Producto 921,"['Grafeno 1', 'Grafeno 2', 'Cobalto 3', 'Fibra de Carbono 4']",127.88,2016-12-05
Empresa 61,Producto 922,"['Acero 1', 'Acero 2', 'Acero 3', 'Plastico 4', 'Cerámica 5']",52.79,2018-11-05
Empresa 145,Producto 923,"['Cerámica 1', 'Aluminio 2', 'Plastico 3']",67.28,2018-07-31
Empresa 16,Producto 924,"['Fibra de Carbono 1', 'Cobalto 2', 'Fibra de Carbono 3', 'Aluminio 4', 'Aluminio 5']",131.24,2017-09-08
Empresa 185,Producto 925,"['Cerámica 1', 'Cobalto 2']",115.41,2019-01-17
Empresa 157,Producto 926,"['Silicón 1', 'Cerámica 2', 'Plastico 3']",135.36,2016-12-12
Empresa 152,Producto 927,"['Fibra de Carbono 1', 'Cobalto 2', 'Cobre 3', 'Grafeno 4']",118.39,2015-03-09
Empresa 168,Producto 928,"['Cerámica 1', 'Silicón 2', 'Silicón 3', 'Níquel 4', 'Acero 5']",97.24,2017-03-07
Empresa 177,Producto 929,"['Acero 1', 'Acero 2', 'Grafeno 3', 'Acero 4']",65.82,2016-03-28
Empresa 158,Producto 930,"['Cobalto 1', 'Acero 2']",68.74,2018-05-06
Empresa 29,Producto 931,"['Cobre 1', 'Grafeno 2', 'Grafeno 3']",136.9,2018-12-27
Empresa 56,Producto 932,"['Silicón 1', 'Cobre 2', 'Silicón 3']",78.44,2015-04-29
Empresa 72,Producto 933,"['Silicón 1', 'Aluminio 2', 'Fibra de Carbono 3', 'Cobre 4', 'Plastico 5']",85.5,2018-03-18
Empresa 46,Producto 934,"['Cobre 1', 'Acero 2', 'Grafeno 3']",137.37,2019-03-06
Empresa 169,Producto 935,"['Grafeno 1', 'Plastico 2', 'Cobre 3', 'Cobalto 4', 'Cobre 5']",125.05,2018-09-22
Empresa 66,Producto 936,"['Fibra de Carbono 1', 'Cobalto 2', 'Plastico 3']",145.26,2016-12-14
Empresa 46,Producto 937,"['Cobre 1', 'Acero 2', 'Aluminio 3']",65.1,2015-07-11
Empresa 122,Producto 938,"['Cobre 1', 'Fibra de Carbono 2', 'Fibra de Carbono 3', 'Plastico 4', 'Fibra de Carbono 5']",58.67,2018-06-30
Empresa 127,Producto 939,"['Cerámica 1', 'Cobalto 2']",140.84,2016-12-02
Empresa 35,Producto 940,"['Plastico 1', 'Cobalto 2', 'Fibra de Carbono 3', 'Cobalto 4']",57.89,2015-01-23
Empresa 139,Producto 941,"['Acero 1', 'Cerámica 2', 'Cerámica 3', 'Cobre 4']",124.37,2015-09-08
Empresa 111,Producto 942,"['Aluminio 1', 'Silicón 2']",131.8,2019-07-04
Empresa 58,Producto 943,"['Cobalto 1', 'Cobre 2', 'Cobalto 3', 'Cobalto 4', 'Cobre 5']",67.3,2018-03-18
Empresa 34,Producto 944,"['Acero 1', 'Cerámica 2']",55.0,2019-02-14
Empresa 63,Producto 945,"['Níquel 1', 'Silicón 2', 'Fibra de Carbono 3']",129.9,2019-02-04
Empresa 91,Producto 946,"['Cobalto 1', 'Cerámica 2']",111.85,2019-08-18
Empresa 77,Producto 947,"['Níquel 1', 'Plastico 2', 'Cobre 3', 'Aluminio 4', 'Cobalto 5']",86.71,2019-03-06
Empresa 38,Producto 948,"['Níquel 1', 'Cobre 2', 'Plastico 3', 'Cobalto 4', 'Níquel 5']",79.73,2017-07-20
Empresa 168,Producto 949,"['Cerámica 1', 'Aluminio 2', 'Cobre 3', 'Silicón 4']",102.39,2019-09-06
Empresa 79,Producto 950,"['Cobre 1', 'Fibra de Carbono 2', 'Aluminio 3']",68.0,2016-05-20
Empresa 96,Producto 951,"['Aluminio 1', 'Aluminio 2']",77.57,2017-09-04
Empresa 18,Producto 952,"['Aluminio 1', 'Fibra de Carbono 2']",80.07,2018-08-11
