TipoDocumento,FechaEmisión,Numero,Estado,Total
Despacho a Tienda,2022-08-12,1559,Pendiente,3105
Transferencia a Almacen,2022-08-21,1560,Pendiente,9644
Transferencia a Almacen,2023-11-24,1561,Pendiente,9902
Despacho a Tienda,2021-10-03,1562,Completado,2567
Orden de Compra,2023-12-19,1563,Completado,8022
Despacho a Tienda,2023-12-20,1564,Completado,1500
Transferencia a Almacen,2021-10-19,1565,Completado,5031
Transferencia a Almacen,2021-03-20,1566,Completado,6200
Transferencia a Almacen,2022-02-16,1567,Pendiente,9827
Orden de Compra,2022-12-04,1568,Completado,181
Transferencia a Almacen,2022-10-05,1569,Completado,1025
Orden de Compra,2023-08-13,1570,Pendiente,9026
Transferencia a Almacen,2020-08-25,1571,Completado,385
Despacho a Tienda,2022-11-07,1572,Completado,6831
Despacho a Tienda,2023-03-25,1573,Pendiente,7920
Despacho a Tienda,2023-01-01,1574,Completado,9306
Despacho a Tienda,2020-09-28,1575,Pendiente,4464
Transferencia a Almacen,2022-02-24,1576,Pendiente,5348
Despacho a Tienda,2021-06-17,1577,Pendiente,9134
Despacho a Tienda,2021-12-13,1578,Pendiente,9016
Transferencia a Almacen,2021-08-06,1579,Pendiente,8488
Orden de Compra,2021-05-20,1580,Completado,9136
Orden de Compra,2022-03-21,1581,Completado,4727
Orden de Compra,2020-12-21,1582,Pendiente,6529
Despacho a Tienda,2021-03-17,1583,Completado,278
Transferencia a Almacen,2020-06-08,1584,Completado,8551
Despacho a Tienda,2020-12-13,1585,Completado,1269
Despacho a Tienda,2021-05-15,1586,Pendiente,3021
Transferencia a Almacen,2020-10-04,1587,Pendiente,3135
Transferencia a Almacen,2021-07-15,1588,Pendiente,7176
Orden de Compra,2021-01-05,1589,Pendiente,2833
Orden de Compra,2021-03-18,1590,Completado,2694
Transferencia a Almacen,2020-08-03,1591,Completado,1996
Despacho a Tienda,2020-05-31,1592,Pendiente,1727
Despacho a Tienda,2022-08-25,1593,Completado,9637
Orden de Compra,2020-06-06,1594,Completado,3691
Despacho a Tienda,2023-04-19,1595,Pendiente,4382
Orden de Compra,2022-12-30,1596,Completado,6911
Orden de Compra,2023-09-20,1597,Completado,9865
Orden de Compra,2023-02-25,1598,Pendiente,315
Despacho a Tienda,2020-01-19,1599,Pendiente,3987
Transferencia a Almacen,2022-01-20,1600,Completado,5564
Transferencia a Almacen,2022-05-18,1601,Completado,1322
Orden de Compra,2022-12-20,1602,Pendiente,1931
Orden de Compra,2021-09-25,1603,Pendiente,5169
Transferencia a Almacen,2022-07-26,1604,Pendiente,9577
Transferencia a Almacen,2021-03-03,1605,Completado,7606
Transferencia a Almacen,2023-04-14,1606,Pendiente,3092
Orden de Compra,2020-04-27,1607,Completado,8812
Despacho a Tienda,2023-04-28,1608,Completado,9582
Transferencia a Almacen,2022-04-21,1609,Completado,2737
Transferencia a Almacen,2020-03-01,1610,Completado,9986
Despacho a Tienda,2022-07-10,1611,Pendiente,4921
Orden de Compra,2023-01-08,1612,Pendiente,3362
Orden de Compra,2022-04-26,1613,Completado,6234
Orden de Compra,2023-12-29,1614,Pendiente,1958
Orden de Compra,2023-04-22,1615,Completado,2373
Orden de Compra,2022-10-05,1616,Completado,873
Despacho a Tienda,2022-12-28,1617,Completado,8029
Despacho a Tienda,2020-03-25,1618,Pendiente,3337
Orden de Compra,2022-08-07,1619,Pendiente,2826
Orden de Compra,2020-04-26,1620,Pendiente,172
Transferencia a Almacen,2023-01-22,1621,Completado,847
Despacho a Tienda,2022-04-09,1622,Pendiente,1507
Transferencia a Almacen,2023-04-26,1623,Pendiente,5512
Orden de Compra,2022-05-02,1624,Pendiente,2343
Despacho a Tienda,2022-12-13,1625,Completado,661
Transferencia a Almacen,2020-09-05,1626,Completado,8488
Orden de Compra,2022-08-30,1627,Pendiente,5793
Despacho a Tienda,2023-01-08,1628,Completado,4824
Orden de Compra,2023-06-03,1629,Completado,6597
Despacho a Tienda,2022-08-20,1630,Pendiente,4974
Despacho a Tienda,2022-10-24,1631,Completado,9916
Transferencia a Almacen,2021-04-30,1632,Pendiente,1512
Despacho a Tienda,2022-12-25,1633,Completado,4049
Orden de Compra,2021-08-06,1634,Completado,4888
Orden de Compra,2021-05-03,1635,Completado,4866
Orden de Compra,2020-01-10,1636,Completado,8583
Despacho a Tienda,2020-02-23,1637,Completado,9431
Despacho a Tienda,2023-01-16,1638,Pendiente,1705
Despacho a Tienda,2022-06-02,1639,Completado,5291
Despacho a Tienda,2020-03-29,1640,Pendiente,5106
Transferencia a Almacen,2020-10-19,1641,Pendiente,588
Orden de Compra,2022-10-08,1642,Pendiente,1660
Transferencia a Almacen,2021-02-06,1643,Completado,5968
Orden de Compra,2022-01-10,1644,Pendiente,6083
Transferencia a Almacen,2023-07-24,1645,Pendiente,1831
Transferencia a Almacen,2023-04-18,1646,Completado,9081
Despacho a Tienda,2022-06-30,1647,Pendiente,4479
Orden de Compra,2023-05-08,1648,Completado,1362
Despacho a Tienda,2021-08-27,1649,Pendiente,7340
Despacho a Tienda,2020-11-23,1650,Completado,2977
Transferencia a Almacen,2021-03-27,1651,Pendiente,5435
Despacho a Tienda,2020-06-24,1652,Completado,5108
Orden de Compra,2022-02-28,1653,Completado,8246
Despacho a Tienda,2023-09-05,1654,Completado,3685
Despacho a Tienda,2020-01-14,1655,Pendiente,7868
Transferencia a Almacen,2021-10-18,1656,Pendiente,2998
Orden de Compra,2023-12-11,1657,Completado,3332
Despacho a Tienda,2020-10-10,1658,Completado,8849
Orden de Compra,2020-05-03,1659,Completado,4194
Transferencia a Almacen,2020-12-10,1660,Completado,6850
Orden de Compra,2020-01-09,1661,Completado,2391
Orden de Compra,2021-09-15,1662,Completado,9544
Transferencia a Almacen,2022-08-10,1663,Pendiente,9037
Transferencia a Almacen,2022-01-03,1664,Completado,3789
Orden de Compra,2021-03-19,1665,Completado,3166
Despacho a Tienda,2021-12-25,1666,Completado,6926
Orden de Compra,2022-10-24,1667,Completado,4337
Despacho a Tienda,2023-10-15,1668,Completado,2962
Despacho a Tienda,2020-12-14,1669,Pendiente,939
Despacho a Tienda,2022-03-15,1670,Completado,3892
Transferencia a Almacen,2023-08-06,1671,Pendiente,4347
Despacho a Tienda,2021-04-29,1672,Completado,5351
Transferencia a Almacen,2020-06-09,1673,Completado,6962
Transferencia a Almacen,2021-09-11,1674,Completado,6934
Transferencia a Almacen,2022-12-10,1675,Pendiente,564
Transferencia a Almacen,2020-02-03,1676,Pendiente,7689
Orden de Compra,2023-04-20,1677,Completado,2303
Orden de Compra,2021-06-14,1678,Pendiente,6224
Transferencia a Almacen,2022-02-19,1679,Completado,5435
Despacho a Tienda,2023-12-27,1680,Completado,7519
Despacho a Tienda,2021-09-30,1681,Pendiente,2333
Orden de Compra,2020-01-10,1682,Completado,4654
Orden de Compra,2023-04-29,1683,Pendiente,4395
Despacho a Tienda,2021-04-23,1684,Completado,8958
Transferencia a Almacen,2020-09-23,1685,Pendiente,1368
Despacho a Tienda,2022-04-30,1686,Pendiente,9751
Orden de Compra,2022-01-20,1687,Pendiente,6450
Orden de Compra,2022-09-02,1688,Completado,7302
Transferencia a Almacen,2023-04-10,1689,Pendiente,4632
Despacho a Tienda,2020-11-28,1690,Completado,9897
Transferencia a Almacen,2021-06-29,1691,Completado,2674
Transferencia a Almacen,2020-10-03,1692,Completado,9400
Orden de Compra,2022-10-30,1693,Pendiente,8226
Transferencia a Almacen,2022-12-21,1694,Completado,6450
Orden de Compra,2020-09-27,1695,Pendiente,7908
Transferencia a Almacen,2022-10-05,1696,Completado,5829
Despacho a Tienda,2022-06-15,1697,Pendiente,7896
Despacho a Tienda,2023-05-10,1698,Pendiente,9389
Orden de Compra,2023-06-30,1699,Pendiente,847
Despacho a Tienda,2022-01-29,1700,Completado,509
Transferencia a Almacen,2023-10-30,1701,Pendiente,4272
Orden de Compra,2022-04-11,1702,Pendiente,318
Orden de Compra,2023-04-24,1703,Pendiente,1111
Despacho a Tienda,2021-06-24,1704,Pendiente,5286
Transferencia a Almacen,2022-02-24,1705,Completado,9684
Transferencia a Almacen,2020-10-24,1706,Completado,4207
Despacho a Tienda,2023-10-20,1707,Completado,286
Despacho a Tienda,2020-08-27,1708,Completado,1881
Orden de Compra,2022-04-29,1709,Completado,1955
Despacho a Tienda,2022-01-20,1710,Completado,4196
Orden de Compra,2022-10-31,1711,Pendiente,4479
Despacho a Tienda,2023-04-29,1712,Completado,1941
Orden de Compra,2023-06-12,1713,Completado,5361
Despacho a Tienda,2021-04-01,1714,Completado,1882
Despacho a Tienda,2020-05-25,1715,Pendiente,627
Orden de Compra,2021-07-21,1716,Completado,2764
Transferencia a Almacen,2023-02-06,1717,Completado,6030
Despacho a Tienda,2023-12-12,1718,Pendiente,4441
Transferencia a Almacen,2023-04-26,1719,Completado,5621
Despacho a Tienda,2022-08-22,1720,Completado,3466
Orden de Compra,2020-12-05,1721,Completado,5757
Orden de Compra,2023-10-09,1722,Pendiente,4260
Despacho a Tienda,2020-12-17,1723,Completado,3498
Orden de Compra,2023-06-25,1724,Completado,5856
Orden de Compra,2022-10-05,1725,Pendiente,5010
Transferencia a Almacen,2020-03-16,1726,Completado,7948
Transferencia a Almacen,2022-03-17,1727,Pendiente,9554
Transferencia a Almacen,2023-06-28,1728,Pendiente,864
Transferencia a Almacen,2021-08-20,1729,Pendiente,8822
Transferencia a Almacen,2021-04-10,1730,Pendiente,7891
Orden de Compra,2020-01-16,1731,Completado,231
Despacho a Tienda,2022-04-11,1732,Pendiente,8727
Orden de Compra,2021-10-25,1733,Completado,3076
Transferencia a Almacen,2020-12-08,1734,Pendiente,6375
Despacho a Tienda,2023-11-03,1735,Completado,3708
Transferencia a Almacen,2021-04-02,1736,Completado,1900
Despacho a Tienda,2021-11-26,1737,Completado,1746
Orden de Compra,2023-02-01,1738,Completado,4299
Transferencia a Almacen,2020-10-26,1739,Completado,2701
Despacho a Tienda,2020-07-30,1740,Pendiente,8410
Orden de Compra,2023-06-03,1741,Pendiente,7252
Transferencia a Almacen,2020-08-31,1742,Pendiente,174
Orden de Compra,2020-07-24,1743,Completado,1519
Orden de Compra,2022-05-04,1744,Completado,4820
Transferencia a Almacen,2022-12-23,1745,Pendiente,9155
Orden de Compra,2020-06-29,1746,Pendiente,8070
Orden de Compra,2023-02-08,1747,Completado,6729
Orden de Compra,2022-10-16,1748,Completado,7593
Transferencia a Almacen,2023-04-29,1749,Completado,7116
Transferencia a Almacen,2020-03-11,1750,Pendiente,5766
Transferencia a Almacen,2020-09-27,1751,Completado,4678
Despacho a Tienda,2023-10-15,1752,Pendiente,995
Transferencia a Almacen,2022-09-07,1753,Completado,1129
Despacho a Tienda,2022-02-27,1754,Completado,5179
Despacho a Tienda,2020-09-21,1755,Pendiente,7798
Orden de Compra,2021-12-22,1756,Completado,2978
Orden de Compra,2021-01-10,1757,Pendiente,1387
Transferencia a Almacen,2021-02-26,1758,Completado,7010
Despacho a Tienda,2022-06-14,1759,Pendiente,7445
Transferencia a Almacen,2022-12-15,1760,Pendiente,7925
Transferencia a Almacen,2020-01-15,1761,Pendiente,1209
Orden de Compra,2020-07-07,1762,Completado,2630
Transferencia a Almacen,2020-12-11,1763,Pendiente,4294
Despacho a Tienda,2022-01-09,1764,Completado,6424
Transferencia a Almacen,2020-08-02,1765,Completado,6050
Despacho a Tienda,2023-10-04,1766,Pendiente,1677
Despacho a Tienda,2021-02-15,1767,Pendiente,4509
Orden de Compra,2020-06-13,1768,Pendiente,4164
Transferencia a Almacen,2021-03-20,1769,Pendiente,6655
Despacho a Tienda,2023-05-19,1770,Pendiente,3961
Orden de Compra,2023-12-17,1771,Pendiente,9355
Orden de Compra,2020-03-28,1772,Completado,6287
Orden de Compra,2020-01-11,1773,Pendiente,691
Orden de Compra,2022-04-17,1774,Pendiente,2763
Orden de Compra,2022-10-27,1775,Pendiente,9484
Transferencia a Almacen,2021-10-26,1776,Completado,5273
Transferencia a Almacen,2023-07-16,1777,Pendiente,1562
Orden de Compra,2022-04-12,1778,Completado,2391
Transferencia a Almacen,2021-09-16,1779,Completado,318
Despacho a Tienda,2020-12-27,1780,Pendiente,9884
Despacho a Tienda,2020-12-21,1781,Pendiente,6363
Despacho a Tienda,2022-07-31,1782,Pendiente,9439
Despacho a Tienda,2020-01-22,1783,Pendiente,4939
Despacho a Tienda,2020-02-16,1784,Pendiente,9372
Orden de Compra,2022-12-15,1785,Completado,1200
Transferencia a Almacen,2020-03-26,1786,Completado,3569
Orden de Compra,2022-12-19,1787,Completado,9962
Orden de Compra,2020-04-13,1788,Pendiente,3701
Orden de Compra,2020-12-23,1789,Pendiente,2281
Despacho a Tienda,2022-11-05,1790,Pendiente,5359
Transferencia a Almacen,2021-02-22,1791,Pendiente,3017
Despacho a Tienda,2021-07-29,1792,Pendiente,2867
Transferencia a Almacen,2023-11-07,1793,Pendiente,547
Orden de Compra,2023-02-27,1794,Pendiente,8391
Transferencia a Almacen,2022-11-18,1795,Pendiente,1635
Orden de Compra,2023-03-09,1796,Pendiente,5156
Despacho a Tienda,2022-06-30,1797,Completado,4314
Orden de Compra,2022-11-10,1798,Completado,7793
Transferencia a Almacen,2021-06-24,1799,Pendiente,6623
Transferencia a Almacen,2020-07-16,1800,Pendiente,6321
Despacho a Tienda,2023-09-08,1801,Pendiente,5236
Despacho a Tienda,2020-05-20,1802,Pendiente,535
Despacho a Tienda,2020-06-12,1803,Completado,6375
Despacho a Tienda,2020-09-25,1804,Pendiente,2382
Despacho a Tienda,2021-05-28,1805,Pendiente,3107
Transferencia a Almacen,2022-05-24,1806,Pendiente,4903
Orden de Compra,2020-06-10,1807,Completado,8809
Despacho a Tienda,2023-11-06,1808,Completado,2630
Despacho a Tienda,2021-12-29,1809,Pendiente,549
Orden de Compra,2020-03-13,1810,Pendiente,4853
Despacho a Tienda,2022-06-08,1811,Pendiente,3321
Despacho a Tienda,2021-05-28,1812,Completado,2718
Despacho a Tienda,2023-10-24,1813,Completado,7193
Orden de Compra,2020-06-13,1814,Pendiente,4459
Transferencia a Almacen,2021-10-08,1815,Completado,3568
Despacho a Tienda,2023-04-14,1816,Completado,5578
Orden de Compra,2022-05-17,1817,Completado,9146
Orden de Compra,2021-01-26,1818,Pendiente,2546
Orden de Compra,2020-02-05,1819,Completado,4428
Orden de Compra,2022-09-13,1820,Completado,5736
Despacho a Tienda,2020-09-04,1821,Completado,9356
Despacho a Tienda,2023-11-25,1822,Completado,5736
Orden de Compra,2022-12-03,1823,Pendiente,331
Despacho a Tienda,2023-05-09,1824,Completado,2791
Transferencia a Almacen,2020-09-08,1825,Pendiente,6458
Orden de Compra,2021-03-27,1826,Completado,2056
Despacho a Tienda,2021-02-07,1827,Pendiente,3442
Orden de Compra,2022-07-14,1828,Pendiente,2499
Despacho a Tienda,2023-12-20,1829,Pendiente,7329
Orden de Compra,2023-02-05,1830,Completado,7574
Orden de Compra,2022-07-10,1831,Completado,4012
Transferencia a Almacen,2020-12-05,1832,Pendiente,1963
Orden de Compra,2021-05-28,1833,Pendiente,3905
Transferencia a Almacen,2022-11-04,1834,Pendiente,8562
Transferencia a Almacen,2021-07-29,1835,Pendiente,6573
Transferencia a Almacen,2021-01-20,1836,Pendiente,4301
Orden de Compra,2022-10-01,1837,Completado,4056
Orden de Compra,2020-06-30,1838,Pendiente,7867
Orden de Compra,2023-04-19,1839,Pendiente,576
Despacho a Tienda,2022-12-25,1840,Completado,8523
Transferencia a Almacen,2023-11-08,1841,Pendiente,1943
Orden de Compra,2023-11-12,1842,Completado,5605
Despacho a Tienda,2023-07-23,1843,Completado,1705
Orden de Compra,2023-02-15,1844,Pendiente,6870
Despacho a Tienda,2021-12-20,1845,Pendiente,8951
Orden de Compra,2022-02-27,1846,Pendiente,2806
Orden de Compra,2023-09-05,1847,Completado,8447
Orden de Compra,2020-06-17,1848,Completado,7437
Despacho a Tienda,2022-04-14,1849,Pendiente,6818
Despacho a Tienda,2021-08-25,1850,Pendiente,7760
Transferencia a Almacen,2023-09-25,1851,Completado,9348
Orden de Compra,2023-08-23,1852,Pendiente,803
Transferencia a Almacen,2021-10-25,1853,Pendiente,7529
Transferencia a Almacen,2022-04-25,1854,Pendiente,5743
Despacho a Tienda,2022-02-03,1855,Pendiente,3012
Orden de Compra,2020-03-31,1856,Completado,2434
Despacho a Tienda,2020-11-12,1857,Pendiente,1673
Despacho a Tienda,2021-04-23,1858,Completado,8652
Orden de Compra,2021-11-23,1859,Completado,4559
Transferencia a Almacen,2021-01-25,1860,Pendiente,4001
Despacho a Tienda,2023-08-14,1861,Pendiente,8772
Despacho a Tienda,2022-09-10,1862,Completado,2148
Transferencia a Almacen,2023-01-24,1863,Pendiente,2491
Orden de Compra,2021-02-24,1864,Completado,155
Despacho a Tienda,2020-01-06,1865,Pendiente,7822
Orden de Compra,2020-04-20,1866,Pendiente,5428
Despacho a Tienda,2022-06-27,1867,Pendiente,6271
Transferencia a Almacen,2022-12-08,1868,Completado,7465
Orden de Compra,2020-11-18,1869,Pendiente,4438
Despacho a Tienda,2020-12-13,1870,Completado,7453
Despacho a Tienda,2023-05-26,1871,Completado,8783
Transferencia a Almacen,2022-01-10,1872,Pendiente,6107
Transferencia a Almacen,2021-12-18,1873,Pendiente,9771
Transferencia a Almacen,2022-02-10,1874,Pendiente,6338
Transferencia a Almacen,2020-01-14,1875,Pendiente,8238
Despacho a Tienda,2020-08-04,1876,Completado,4952
Transferencia a Almacen,2020-05-29,1877,Completado,8691
Orden de Compra,2020-08-26,1878,Pendiente,2549
Orden de Compra,2021-03-13,1879,Pendiente,8848
Orden de Compra,2023-06-01,1880,Pendiente,893
Despacho a Tienda,2023-12-03,1881,Pendiente,741
Despacho a Tienda,2023-05-28,1882,Pendiente,6984
Despacho a Tienda,2022-01-25,1883,Pendiente,7674
Orden de Compra,2023-12-16,1884,Completado,6622
Orden de Compra,2022-04-22,1885,Pendiente,1453
Despacho a Tienda,2021-01-04,1886,Pendiente,9409
Transferencia a Almacen,2023-08-08,1887,Completado,4377
Orden de Compra,2023-03-08,1888,Pendiente,8857
Transferencia a Almacen,2022-04-27,1889,Pendiente,764
Transferencia a Almacen,2022-04-05,1890,Pendiente,7956
Transferencia a Almacen,2021-10-04,1891,Pendiente,6808
Transferencia a Almacen,2022-11-10,1892,Completado,908
Despacho a Tienda,2023-08-06,1893,Completado,7032
Transferencia a Almacen,2021-02-25,1894,Pendiente,4235
Despacho a Tienda,2022-03-02,1895,Pendiente,1114
Transferencia a Almacen,2020-11-16,1896,Completado,7415
Despacho a Tienda,2023-06-13,1897,Pendiente,4791
Despacho a Tienda,2021-03-29,1898,Completado,3878
Orden de Compra,2021-03-08,1899,Pendiente,8815
Orden de Compra,2021-08-11,1900,Pendiente,571
Transferencia a Almacen,2023-02-02,1901,Completado,7173
Transferencia a Almacen,2022-10-21,1902,Pendiente,506
Transferencia a Almacen,2022-01-22,1903,Pendiente,7595
Despacho a Tienda,2023-07-24,1904,Completado,5118
Despacho a Tienda,2020-03-24,1905,Completado,6284
Transferencia a Almacen,2022-11-08,1906,Pendiente,1435
Transferencia a Almacen,2021-03-21,1907,Completado,8468
Transferencia a Almacen,2020-06-22,1908,Pendiente,5950
Orden de Compra,2022-07-11,1909,Completado,1669
Transferencia a Almacen,2022-10-26,1910,Completado,1759
Despacho a Tienda,2023-07-17,1911,Completado,8395
Transferencia a Almacen,2022-12-30,1912,Completado,2208
Orden de Compra,2021-02-06,1913,Pendiente,5495
Transferencia a Almacen,2020-07-26,1914,Completado,7660
Transferencia a Almacen,2021-08-11,1915,Pendiente,1080
Transferencia a Almacen,2022-07-11,1916,Pendiente,7731
Transferencia a Almacen,2023-07-15,1917,Completado,4900
Orden de Compra,2021-05-02,1918,Pendiente,5745
Despacho a Tienda,2023-06-11,1919,Pendiente,5801
Orden de Compra,2021-03-28,1920,Completado,4837
Transferencia a Almacen,2020-05-24,1921,Completado,2902
Despacho a Tienda,2022-12-23,1922,Pendiente,3759
Despacho a Tienda,2023-04-16,1923,Pendiente,4164
Despacho a Tienda,2023-12-25,1924,Pendiente,4635
Orden de Compra,2020-12-05,1925,Pendiente,7194
Transferencia a Almacen,2020-09-08,1926,Pendiente,9472
Orden de Compra,2020-08-21,1927,Pendiente,785
Despacho a Tienda,2021-10-11,1928,Completado,6235
Transferencia a Almacen,2022-09-17,1929,Completado,6305
Orden de Compra,2020-04-11,1930,Completado,3431
Transferencia a Almacen,2023-10-13,1931,Completado,6297
Despacho a Tienda,2023-12-06,1932,Pendiente,826
Orden de Compra,2021-02-04,1933,Completado,3142
Transferencia a Almacen,2021-02-10,1934,Pendiente,2071
Despacho a Tienda,2023-01-21,1935,Pendiente,152
Despacho a Tienda,2022-10-22,1936,Completado,1973
Transferencia a Almacen,2023-11-24,1937,Completado,912
Orden de Compra,2022-08-23,1938,Completado,462
Despacho a Tienda,2023-03-16,1939,Pendiente,7442
Transferencia a Almacen,2020-03-25,1940,Pendiente,6654
Transferencia a Almacen,2021-02-23,1941,Completado,4807
Orden de Compra,2022-01-08,1942,Completado,1390
Despacho a Tienda,2021-12-06,1943,Pendiente,8929
Transferencia a Almacen,2020-05-10,1944,Completado,9916
Orden de Compra,2023-03-16,1945,Pendiente,1543
Transferencia a Almacen,2020-01-08,1946,Completado,7813
Despacho a Tienda,2023-06-10,1947,Completado,473
Transferencia a Almacen,2020-06-18,1948,Pendiente,5392
Transferencia a Almacen,2022-09-30,1949,Completado,1287
Despacho a Tienda,2021-10-30,1950,Pendiente,9121
Transferencia a Almacen,2020-10-19,1951,Completado,3436
Transferencia a Almacen,2023-11-03,1952,Pendiente,828
Despacho a Tienda,2021-06-07,1953,Pendiente,2483
Transferencia a Almacen,2022-10-22,1954,Completado,2571
Despacho a Tienda,2020-04-28,1955,Pendiente,3969
Transferencia a Almacen,2023-09-06,1956,Completado,4219
Transferencia a Almacen,2022-02-02,1957,Pendiente,5304
Despacho a Tienda,2021-01-23,1958,Completado,5714
Transferencia a Almacen,2022-06-25,1959,Pendiente,3434
Despacho a Tienda,2020-04-09,1960,Pendiente,8480
Transferencia a Almacen,2022-10-25,1961,Pendiente,1662
Despacho a Tienda,2021-08-26,1962,Completado,710
Transferencia a Almacen,2022-02-15,1963,Pendiente,7189
Transferencia a Almacen,2022-08-05,1964,Completado,3906
Transferencia a Almacen,2023-07-21,1965,Pendiente,5517
Transferencia a Almacen,2022-12-08,1966,Pendiente,5629
Transferencia a Almacen,2021-12-25,1967,Pendiente,6745
Transferencia a Almacen,2020-01-28,1968,Pendiente,9753
Orden de Compra,2023-12-14,1969,Pendiente,7978
Orden de Compra,2023-06-20,1970,Pendiente,2729
Despacho a Tienda,2021-12-01,1971,Completado,7256
Orden de Compra,2023-02-06,1972,Pendiente,9099
Orden de Compra,2023-10-05,1973,Pendiente,6547
Despacho a Tienda,2023-06-16,1974,Pendiente,2089
Despacho a Tienda,2022-05-13,1975,Completado,6708
Orden de Compra,2020-05-20,1976,Pendiente,4623
Transferencia a Almacen,2020-08-05,1977,Pendiente,9972
Despacho a Tienda,2021-02-24,1978,Completado,5429
Orden de Compra,2022-06-21,1979,Completado,2894
Orden de Compra,2022-05-06,1980,Pendiente,942
Despacho a Tienda,2020-05-27,1981,Pendiente,8440
Despacho a Tienda,2022-12-08,1982,Pendiente,8349
Despacho a Tienda,2021-10-13,1983,Pendiente,5498
Despacho a Tienda,2022-05-18,1984,Completado,1765
Despacho a Tienda,2023-11-04,1985,Pendiente,2767
Orden de Compra,2023-09-18,1986,Pendiente,826
Orden de Compra,2022-07-11,1987,Completado,7462
Orden de Compra,2021-08-31,1988,Completado,5993
Orden de Compra,2023-09-01,1989,Completado,1661
Transferencia a Almacen,2022-01-04,1990,Completado,2658
Transferencia a Almacen,2020-11-23,1991,Completado,4976
Despacho a Tienda,2022-08-21,1992,Completado,2914
Orden de Compra,2022-08-10,1993,Pendiente,5891
Transferencia a Almacen,2022-11-17,1994,Pendiente,3529
Transferencia a Almacen,2021-04-23,1995,Pendiente,5327
Orden de Compra,2023-09-19,1996,Pendiente,5219
Orden de Compra,2022-01-23,1997,Completado,3163
Despacho a Tienda,2023-05-27,1998,Completado,188
Transferencia a Almacen,2020-12-17,1999,Completado,9394
Orden de Compra,2022-03-01,2000,Completado,184
Transferencia a Almacen,2023-06-06,2001,Completado,2808
Despacho a Tienda,2022-02-14,2002,Completado,9831
Despacho a Tienda,2023-11-14,2003,Completado,9518
Despacho a Tienda,2020-03-31,2004,Completado,2671
Despacho a Tienda,2020-11-22,2005,Completado,9668
Transferencia a Almacen,2020-01-14,2006,Pendiente,2816
Orden de Compra,2020-06-25,2007,Pendiente,152
Orden de Compra,2020-11-03,2008,Completado,865
Transferencia a Almacen,2021-07-10,2009,Pendiente,1053
Transferencia a Almacen,2022-10-08,2010,Completado,690
Orden de Compra,2022-07-07,2011,Completado,3983
Despacho a Tienda,2022-12-24,2012,Completado,9774
Orden de Compra,2021-04-07,2013,Completado,7104
Despacho a Tienda,2021-03-13,2014,Pendiente,7714
Orden de Compra,2020-10-25,2015,Pendiente,4341
Transferencia a Almacen,2021-04-22,2016,Pendiente,2946
Despacho a Tienda,2021-06-23,2017,Pendiente,151
Despacho a Tienda,2023-01-10,2018,Pendiente,6525
Transferencia a Almacen,2023-09-14,2019,Pendiente,2106
Transferencia a Almacen,2021-11-07,2020,Pendiente,2477
Orden de Compra,2023-01-30,2021,Pendiente,7739
Transferencia a Almacen,2022-11-14,2022,Completado,4393
Despacho a Tienda,2023-11-02,2023,Completado,3629
Transferencia a Almacen,2022-12-14,2024,Completado,7006
Transferencia a Almacen,2021-06-01,2025,Pendiente,3057
Despacho a Tienda,2020-04-14,2026,Pendiente,244
Transferencia a Almacen,2021-01-21,2027,Pendiente,4521
Despacho a Tienda,2020-04-16,2028,Pendiente,7594
Orden de Compra,2022-02-23,2029,Pendiente,9775
Transferencia a Almacen,2022-12-07,2030,Completado,695
Despacho a Tienda,2020-09-22,2031,Completado,789
Despacho a Tienda,2022-07-09,2032,Completado,4384
Transferencia a Almacen,2023-05-24,2033,Pendiente,7270
Orden de Compra,2023-12-08,2034,Pendiente,370
Transferencia a Almacen,2022-11-01,2035,Pendiente,2887
Orden de Compra,2020-03-31,2036,Completado,8191
Despacho a Tienda,2022-09-16,2037,Pendiente,231
Despacho a Tienda,2022-02-14,2038,Completado,4988
Despacho a Tienda,2023-08-07,2039,Pendiente,2405
Orden de Compra,2022-06-26,2040,Pendiente,5154
Orden de Compra,2021-12-09,2041,Pendiente,8691
Transferencia a Almacen,2020-07-21,2042,Completado,6830
Despacho a Tienda,2021-03-08,2043,Pendiente,124
Orden de Compra,2022-06-11,2044,Pendiente,7495
Despacho a Tienda,2023-04-27,2045,Completado,9574
Despacho a Tienda,2020-03-24,2046,Pendiente,7792
Orden de Compra,2022-03-05,2047,Pendiente,8597
Orden de Compra,2021-10-17,2048,Completado,6102
Transferencia a Almacen,2023-03-17,2049,Pendiente,5964
Despacho a Tienda,2021-02-20,2050,Completado,4579
Despacho a Tienda,2021-01-21,2051,Pendiente,1686
Orden de Compra,2023-12-23,2052,Pendiente,8150
Transferencia a Almacen,2020-11-30,2053,Completado,1757
Despacho a Tienda,2022-06-16,2054,Completado,4600
Transferencia a Almacen,2022-08-21,2055,Pendiente,1890
Transferencia a Almacen,2022-09-19,2056,Pendiente,6923
Despacho a Tienda,2022-04-20,2057,Pendiente,3967
Orden de Compra,2022-03-11,2058,Pendiente,2261
Orden de Compra,2021-12-12,2059,Completado,4878
Orden de Compra,2023-09-18,2060,Completado,9748
Orden de Compra,2021-11-07,2061,Pendiente,1188
Transferencia a Almacen,2022-08-22,2062,Pendiente,4195
Orden de Compra,2022-10-23,2063,Pendiente,7572
